system,kind,family,kernel,trial,sc,vamp2
duffing,omega=1.5,rbf,rbf(gamma=1.2763347038101887),1,-1.5559513458615863,3.0000000000013953
duffing,omega=1.5,rbf,rbf(gamma=1.8434587039789383),1,-1.6371385218414307,3.0000000000005094
duffing,omega=1.5,rbf,rbf(gamma=1.3911442849072981),1,-1.5759922905647608,3.0000000000008664
duffing,omega=1.5,rbf,rbf(gamma=0.2409772353609663),1,-1.1875597481254805,3.0000000000001785
duffing,omega=1.5,rbf,rbf(gamma=0.23806951525831982),1,-1.185671025927834,3.0000000000002958
duffing,omega=1.5,rbf,rbf(gamma=0.7149617086950467),1,-1.4134983669854195,3.00000000000021
duffing,omega=1.5,rbf,rbf(gamma=0.6897202589199395),1,-1.4046592085690695,3.000000000000215
duffing,omega=1.5,rbf,rbf(gamma=5.282213489436212),1,-1.7957708778011776,3.0000000000009743
duffing,omega=1.5,rbf,rbf(gamma=0.9639089414438652),1,-1.4877517884189015,3.000000000000532
duffing,omega=1.5,rbf,rbf(gamma=0.3912910653397012),1,-1.275324641460752,3.000000000000262
duffing,omega=1.5,rbf,rbf(gamma=0.12048861768048315),1,-1.1021899411610034,3.00000000000007
duffing,omega=1.5,rbf,rbf(gamma=1.843017968430373),1,-1.6370898044066382,3.000000000000476
duffing,omega=1.5,rbf,rbf(gamma=0.7825821306794024),1,-1.4358774609591085,3.0000000000002465
duffing,omega=1.5,rbf,rbf(gamma=1.379440517839879),1,-1.574050586387844,3.0000000000004836
duffing,omega=1.5,rbf,rbf(gamma=0.34486012945996974),1,-1.2501579716018383,3.000000000000173
duffing,omega=1.5,rbf,rbf(gamma=3.017697096368131),1,-1.7247124553311268,3.0000000000102363
duffing,omega=1.5,rbf,rbf(gamma=1.1624811333852527),1,-1.5336627479194909,3.0000000000006883
duffing,omega=1.5,rbf,rbf(gamma=0.5812405666926264),1,-1.3633274760686562,3.0000000000004174
duffing,omega=1.5,rbf,rbf(gamma=1.4666915352427097),1,-1.58801767781373,3.000000000000701
duffing,omega=1.5,rbf,rbf(gamma=1.6691707537809852),1,-1.6164094603249546,3.0000000000006453
duffing,omega=1.5,rbf,rbf(gamma=0.2944879783352341),1,-1.2209516554523967,3.0000000000003775
duffing,omega=1.5,rbf,rbf(gamma=5.030191842330899),1,-1.7905542358788535,3.0000000000007496
duffing,omega=1.5,rbf,rbf(gamma=11.574116597061943),1,-1.860859043739732,3.000000000000574
duffing,omega=1.5,rbf,rbf(gamma=0.2906202833463132),1,-1.2186224038700257,3.0000000000003784
duffing,omega=1.5,rbf,rbf(gamma=0.8450709372052825),1,-1.45500458215175,3.000000000000546
duffing,omega=1.5,rbf,rbf(gamma=1.5651642613588048),1,-1.602472899446163,3.0000000000006493
duffing,omega=1.5,rbf,rbf(gamma=0.3790461873490457),1,-1.2688432688074789,3.0000000000000946
duffing,omega=1.5,rbf,rbf(gamma=10.564426978872424),1,-1.8548198438995716,3.0000000000004197
duffing,omega=1.5,rbf,rbf(gamma=0.17243006472998487),1,-1.1408477194399933,3.000000000000206
duffing,omega=1.5,rbf,rbf(gamma=0.7580923746980914),1,-1.427983558566729,3.000000000000544
duffing,omega=1.5,rbf,rbf(gamma=0.18952309367452286),1,-1.1529357167640484,3.0000000000002838
duffing,omega=1.5,rbf,rbf(gamma=0.7544242740920327),1,-1.4267809909206628,3.0000000000001865
duffing,omega=1.5,rbf,rbf(gamma=0.7333457676213548),1,-1.4197657926886116,3.0000000000001306
duffing,omega=1.5,rbf,rbf(gamma=0.643601955739302),1,-1.3877760788251927,3.0000000000004063
duffing,omega=1.5,rbf,rbf(gamma=1.5088485481840654),1,-1.594366521071335,3.0000000000006013
duffing,omega=1.5,rbf,rbf(gamma=0.4384299088141175),1,-1.299288626830326,3.0000000000005285
duffing,omega=1.5,rbf,rbf(gamma=0.3666728838106774),1,-1.2621820683072706,3.0000000000000724
duffing,omega=1.5,rbf,rbf(gamma=0.21921495440705874),1,-1.1732299945782103,3.00000000000029
duffing,omega=1.5,rbf,rbf(gamma=0.37721213704601636),1,-1.2678630574164047,3.0000000000001927
duffing,omega=1.5,rbf,rbf(gamma=1.7344526114852439),1,-1.6245327381249735,3.0000000000004103
duffing,omega=1.5,rbf,rbf(gamma=2.7822885698145963),1,-1.712041242590998,3.0000000000073452
duffing,omega=1.5,rbf,rbf(gamma=0.09476154683726143),1,-1.081907177654096,3.0000000000002345
duffing,omega=1.5,rbf,rbf(gamma=2.758881035679758),1,-1.7106844285955065,3.0000000000056213
duffing,omega=1.5,rbf,rbf(gamma=0.321800977869651),1,-1.2370437365430103,3.0000000000002514
duffing,omega=1.5,rbf,rbf(gamma=0.5053174405626577),1,-1.3307851200969205,3.0000000000006777
duffing,omega=1.5,rbf,rbf(gamma=1.1195013744523856),1,-1.5245408478639604,3.000000000000732
duffing,omega=1.5,rbf,rbf(gamma=0.5597506872261928),1,-1.3544400202552924,3.0000000000003637
duffing,omega=1.5,rbf,rbf(gamma=0.20421007958786463),1,-1.1630837405564654,3.0000000000002682
duffing,omega=1.5,rbf,rbf(gamma=0.40842015917572927),1,-1.2842108520043323,3.0000000000001212
duffing,omega=1.5,rbf,rbf(gamma=6.94686518776038),1,-1.822188279824182,3.0000000000004814
duffing,omega=1.5,rbf,rbf(gamma=0.876859817628235),1,-1.464208100247442,3.0000000000004547
duffing,omega=1.5,rbf,rbf(gamma=0.23888288013900327),1,-1.1862001466661776,3.000000000000381
duffing,omega=1.5,rbf,rbf(gamma=0.47776576027800655),1,-1.3181506830721135,3.0000000000004303
duffing,omega=1.5,rbf,rbf(gamma=0.10960747720352937),1,-1.0937066914151763,3.00000000000035
duffing,omega=1.5,rbf,rbf(gamma=1.5161847493961829),1,-1.5954463004824855,3.000000000000848
duffing,omega=1.5,rbf,rbf(gamma=0.10210503979393232),1,-1.0877766133541584,3.000000000000094
duffing,omega=1.5,rbf,rbf(gamma=0.21671546986834453),1,-1.1715551375497317,3.000000000000568
duffing,omega=1.5,rbf,rbf(gamma=0.1833364419053387),1,-1.1485954817394712,3.000000000000198
duffing,omega=1.5,rbf,rbf(gamma=0.7494005398305926),1,-1.4251252930472968,3.000000000000302
duffing,omega=1.5,rbf,rbf(gamma=0.11944144006950164),1,-1.1013795139902043,3.0000000000001283
duffing,omega=1.5,rbf,rbf(gamma=0.8168403183514585),1,-1.446538728288945,3.0000000000003837
duffing,omega=1.5,rbf,rbf(gamma=0.25265872028132885),1,-1.1950685025527208,3.0000000000006217
duffing,omega=1.5,rbf,rbf(gamma=0.1609004889348255),1,-1.1325211806589341,3.000000000000218
duffing,omega=1.5,rbf,rbf(gamma=0.9555315205560131),1,-1.485585951110346,3.000000000000475
duffing,omega=1.5,rbf,rbf(gamma=2.4205910689274073),1,-1.6887214297152908,3.000000000008444
duffing,omega=1.5,rbf,rbf(gamma=0.43343093973668906),1,-1.2968193446043208,3.0000000000007203
duffing,omega=1.5,rbf,rbf(gamma=0.10835773493417226),1,-1.0927234903304794,3.000000000000172
duffing,omega=1.5,rbf,rbf(gamma=0.2798753436130964),1,-1.212084084099904,3.0000000000003926
duffing,omega=1.5,rbf,rbf(gamma=1.0106348811253154),1,-1.4994666666983556,3.0000000000002087
duffing,omega=1.5,rbf,rbf(gamma=0.18860606852300818),1,-1.152294854691705,3.000000000000749
duffing,omega=1.5,rbf,rbf(gamma=0.33079508351849396),1,-1.2422091735567558,3.000000000000219
duffing,omega=1.5,rbf,rbf(gamma=0.9728904934744245),1,-1.490051280264808,3.000000000000396
duffing,omega=1.5,rbf,rbf(gamma=0.3747002699152963),1,-1.2665165635819902,3.000000000000224
duffing,omega=1.5,rbf,rbf(gamma=1.2070035515837005),1,-1.542689747299256,3.0000000000009384
duffing,omega=1.5,rbf,rbf(gamma=0.8668618794733781),1,-1.4613501594583134,3.0000000000007945
duffing,omega=1.5,rbf,rbf(gamma=1.633680636702917),1,-1.6117970094302752,3.0000000000005462
duffing,omega=1.5,rbf,rbf(gamma=0.08045024446741275),1,-1.0702805688633954,3.000000000000139
duffing,omega=1.5,rbf,rbf(gamma=1.9278178828877304),1,-1.6461514849665364,3.0000000000003917
duffing,omega=1.5,rbf,rbf(gamma=1.75371963525647),1,-1.626845085030193,3.0000000000006324
duffing,omega=1.5,rbf,rbf(gamma=2.2390027489047712),1,-1.6747618098722254,3.0000000000005445
duffing,omega=1.5,rbf,rbf(gamma=1.9110630411120262),1,-1.644409477560187,3.000000000000698
duffing,omega=1.5,rbf,rbf(gamma=0.12632936014066443),1,-1.1066870438715328,3.000000000000244
duffing,omega=1.5,rbf,rbf(gamma=0.18735013495764816),1,-1.1514157521724186,3.0000000000005924
duffing,omega=1.5,rbf,rbf(gamma=0.040225122233706376),1,-1.0362197391676196,2.9999999999999503
duffing,omega=1.5,rbf,rbf(gamma=0.9771097878937789),1,-1.491123556057945,3.0000000000003175
duffing,omega=1.5,rbf,rbf(gamma=0.48855489394688945),1,-1.3231533356062837,3.000000000000132
duffing,omega=1.5,rbf,rbf(gamma=1.792398071615345),1,-1.6313756836494853,3.000000000000769
duffing,omega=1.5,rbf,rbf(gamma=35.76790853545107),1,-1.9097350471912382,3.000000000000672
duffing,omega=1.5,rbf,rbf(gamma=0.09367506747882408),1,-1.0810332746743052,2.9999999999998948
duffing,omega=1.5,rbf,rbf(gamma=0.30173383683309535),1,-1.2252812292434883,3.0000000000002487
duffing,omega=1.5,rbf,rbf(gamma=1.7337237589467562),1,-1.6244445225596167,3.000000000001187
duffing,omega=1.5,rbf,rbf(gamma=0.1453101416731566),1,-1.1210345293594113,3.0000000000001443
duffing,omega=1.5,rbf,rbf(gamma=6.249452280442342),1,-1.8125214693583354,3.0000000000008225
duffing,omega=1.5,rbf,rbf(gamma=0.24427744697344472),1,-1.1896938709106308,3.000000000000626
duffing,omega=1.5,rbf,rbf(gamma=1.8034541136894202),1,-1.632644140306899,3.000000000000431
duffing,omega=1.5,rbf,rbf(gamma=2.119967526772622),1,-1.6645935973305623,3.0000000000010942
duffing,omega=1.5,rbf,rbf(gamma=31.902327624248358),1,-1.9068018289708404,3.0000000000011378
duffing,omega=1.5,rbf,rbf(gamma=3.9877909530310447),1,-1.7633736496745704,3.0000000000006555
duffing,omega=1.5,rbf,rbf(gamma=1.9542195757875578),1,-1.6488501347956892,3.0000000000002607
duffing,omega=1.5,rbf,rbf(gamma=1.1779519133409364),1,-1.5368468658440544,3.000000000000746
duffing,omega=1.5,rbf,rbf(gamma=0.09166822095266935),1,-1.079415320402617,2.999999999999891
duffing,omega=1.5,rbf,rbf(gamma=2.0364102164281994),1,-1.6569049956928699,3.0000000000003553
duffing,omega=1.5,rbf,rbf(gamma=1.6905692603043003),1,-1.6191224996756508,3.000000000000214
duffing,omega=1.5,rbf,rbf(gamma=0.1399376718065482),1,-1.1170144346129893,3.000000000000086
duffing,omega=1.5,rbf,rbf(gamma=7.975581906062089),1,-1.833887504885409,3.0000000000008726
duffing,omega=1.5,rbf,rbf(gamma=3.6069082273788404),1,-1.750268815882638,3.0000000000046816
duffing,omega=1.5,rbf,rbf(gamma=0.12213872348672236),1,-1.103464417535072,3.0000000000001434
duffing,omega=1.5,rbf,rbf(gamma=0.32111787760956345),1,-1.2366487586027706,3.000000000000321
duffing,omega=1.5,rbf,rbf(gamma=2.021269762250631),1,-1.6554592142288413,3.0000000000003317
duffing,omega=1.5,rbf,rbf(gamma=15.951163812124179),1,-1.8794216591560045,3.0000000000006386
duffing,omega=1.5,rbf,rbf(gamma=4.470988566931384),1,-1.7772781134943905,3.000000000000786
duffing,omega=1.5,rbf,rbf(gamma=12.498904560884684),1,-1.8656765298525269,3.0000000000005675
duffing,omega=1.5,rbf,rbf(gamma=2.355903826681873),1,-1.6839464060480276,3.000000000000611
duffing,omega=1.5,rbf,rbf(gamma=8.569194291932899),1,-1.839585858149929,3.0000000000006013
duffing,omega=1.5,rbf,rbf(gamma=2.2639109292682265),1,-1.6767820087807614,3.000000000000642
duffing,omega=1.5,rbf,rbf(gamma=0.6422357552191269),1,-1.387260914891972,3.0000000000001825
duffing,omega=1.5,rbf,rbf(gamma=17.883954267725535),1,-1.885099044545681,3.0000000000008997
duffing,omega=1.5,rbf,rbf(gamma=28.855265819030723),1,-1.903859401439298,3.0000000000007905
duffing,omega=1.5,rbf,rbf(gamma=9.40945055682923),1,-1.846640280332888,3.000000000000625
duffing,omega=1.5,rbf,rbf(gamma=8.941977133862768),1,-1.8428481472595188,3.000000000000619
duffing,omega=1.5,rbf,rbf(gamma=4.239935053545244),1,-1.7709578197994382,3.0000000000005556
duffing,omega=1.5,rbf,rbf(gamma=7.213816454757681),1,-1.8254827584717113,3.000000000000579
duffing,omega=1.5,rbf,rbf(gamma=4.711807653363746),1,-1.7833142391684795,3.000000000000508
duffing,omega=1.5,rbf,rbf(gamma=2.414007103167401),1,-1.6882448430260508,3.00000000000817
duffing,omega=1.5,rbf,rbf(gamma=2.1291152165820306),1,-1.6654066296934387,3.000000000000376
duffing,omega=1.5,rbf,rbf(gamma=18.81890111365846),1,-1.8874765394222386,3.0000000000007803
duffing,omega=1.5,rbf,rbf(gamma=2.1965217548362133),1,-1.6712328531744982,3.000000000000846
duffing,omega=1.5,rbf,rbf(gamma=3.3811385206086007),1,-1.7413547264010036,3.000000000001148
duffing,omega=1.5,rbf,rbf(gamma=2.0689828508934696),1,-1.6599596469898699,3.0000000000007665
duffing,omega=1.5,rbf,rbf(gamma=2.099469664799319),1,-1.6627516870227892,3.000000000000453
duffing,omega=1.5,rbf,rbf(gamma=2.2883916839766973),1,-1.6787333948856022,3.00000000000055
duffing,omega=1.5,rbf,rbf(gamma=2.0705224568374176),1,-1.6601021808051029,3.00000000000066
duffing,omega=1.5,rbf,rbf(gamma=1.1319554646341132),1,-1.527226752783534,3.0000000000003046
duffing,omega=1.5,rbf,rbf(gamma=1.0982608774181066),1,-1.5198771858987798,3.0000000000003646
duffing,omega=1.5,rbf,rbf(gamma=1.6036112109695864),1,-1.607774898230487,3.000000000000751
duffing,omega=1.5,rbf,rbf(gamma=17.138388583865797),1,-1.8830408276905375,3.000000000000491
duffing,omega=1.5,rbf,rbf(gamma=2.1123216061678978),1,-1.6639098141391255,3.0000000000008016
duffing,omega=1.5,rbf,rbf(gamma=4.198939329598638),1,-1.7697763742311745,3.0000000000007665
duffing,omega=1.5,rbf,rbf(gamma=4.141044913674835),1,-1.7680749036244565,3.0000000000007683
duffing,omega=1.5,rbf,rbf(gamma=4.3325752824261645),1,-1.7735590307567612,3.000000000000796
duffing,omega=1.5,rbf,rbf(gamma=8.28208982734967),1,-1.8369123871528152,3.0000000000007137
duffing,omega=1.5,rbf,rbf(gamma=37.63780222731692),1,-1.9108970192176884,3.000000000000736
duffing,omega=1.5,rbf,rbf(gamma=6.762277041217201),1,-1.8197876998420779,3.0000000000008185
duffing,omega=1.5,rbf,rbf(gamma=2.3249622667705054),1,-1.6815872740592963,3.000000000000529
duffing,omega=1.5,rbf,rbf(gamma=3.2072224219391727),1,-1.7337822616163578,3.0000000000009224
duffing,omega=1.5,rbf,rbf(gamma=1.2888104811430485),1,-1.5582407075217026,3.00000000000021
duffing,omega=1.5,rbf,rbf(gamma=27.049108164868805),1,-1.9017834931879594,3.0000000000010596
duffing,omega=1.5,rbf,rbf(gamma=4.3930435096724265),1,-1.7752076671671049,3.0000000000006324
duffing,omega=1.5,rbf,rbf(gamma=2.9695641943724493),1,-1.722257005944987,3.0000000000184683
duffing,omega=1.5,rbf,rbf(gamma=4.576783367953395),1,-1.7799945510678834,3.000000000000498
duffing,omega=1.5,rbf,rbf(gamma=1.945780986948849),1,-1.647993668290524,3.000000000000622
duffing,omega=1.5,rbf,rbf(gamma=2.577620962286097),1,-1.699500017724989,3.000000000001878
duffing,omega=1.5,rbf,rbf(gamma=6.4144448438783455),1,-1.8149620603424423,3.00000000000057
duffing,omega=1.5,rbf,rbf(gamma=3.38028374882113),1,-1.7413190993776577,3.0000000000013025
duffing,omega=1.5,rbf,rbf(gamma=0.6615901670369879),1,-1.3944772154559044,3.000000000000251
duffing,omega=1.5,rbf,rbf(gamma=3.0039977600636854),1,-1.7240202330326533,3.0000000000218128
duffing,omega=1.5,rbf,rbf(gamma=4.2246432123357955),1,-1.7705193549881897,3.000000000000549
duffing,omega=1.5,rbf,rbf(gamma=13.524554082434403),1,-1.8703725502632467,3.0000000000006173
duffing,omega=1.5,rbf,rbf(gamma=5.939128388744899),1,-1.8076345698815832,3.0000000000012874
duffing,omega=1.5,rbf,rbf(gamma=2.1662876412130823),1,-1.6686548843021312,3.0000000000005986
duffing,omega=1.5,rbf,rbf(gamma=14.427632909515362),1,-1.8740402572091093,3.000000000000586
duffing,omega=1.5,rbf,rbf(gamma=4.258230433164061),1,-1.7714789675973042,3.0000000000007803
duffing,omega=1.5,rbf,rbf(gamma=1.4162865810784735),1,-1.580090493843565,3.000000000000435
duffing,omega=1.5,rbf,rbf(gamma=3.891561973897698),1,-1.7602650308518513,3.0000000000007616
duffing,omega=1.5,rbf,rbf(gamma=4.137965701786939),1,-1.767983301007593,3.000000000000732
duffing,omega=1.5,rbf,rbf(gamma=4.527821858536453),1,-1.7787504556776237,3.0000000000006923
duffing,omega=1.5,rbf,rbf(gamma=10.060383684661797),1,-1.851438471224929,3.0000000000006324
duffing,omega=1.5,rbf,rbf(gamma=5.155241924572194),1,-1.793195059915665,3.0000000000009295
duffing,omega=1.5,rbf,rbf(gamma=1.690141874410565),1,-1.619068802133897,3.0000000000005342
duffing,omega=1.5,rbf,rbf(gamma=1.3231803340739758),1,-1.564402660460169,3.0000000000005485
duffing,omega=1.5,rbf,rbf(gamma=2.413870694664763),1,-1.688234946824416,3.000000000007933
duffing,omega=1.5,rbf,rbf(gamma=3.58479614323069),1,-1.7494372093869281,3.0000000000040243
duffing,omega=1.5,rbf,rbf(gamma=12.828889687756691),1,-1.8672554337761735,3.000000000000753
duffing,omega=1.5,rbf,rbf(gamma=8.665150564852329),1,-1.8404472919948014,3.000000000000739
duffing,omega=1.5,rbf,rbf(gamma=13.89373037552076),1,-1.871920240325445,3.0000000000008558
duffing,omega=1.5,rbf,rbf(gamma=7.783123947795396),1,-1.831890180904925,3.00000000000087
duffing,omega=1.5,rbf,rbf(gamma=0.6034676736661907),1,-1.3722650790214965,3.000000000000308
duffing,omega=1.5,rbf,rbf(gamma=9.15356673590679),1,-1.8446034672964124,3.00000000000048
duffing,omega=1.5,rbf,rbf(gamma=16.56417965469934),1,-1.8813463262503676,3.0000000000005134
duffing,omega=1.5,rbf,rbf(gamma=5.665146324313894),1,-1.8029604231042984,3.0000000000007794
duffing,omega=1.5,rbf,rbf(gamma=33.12835930939868),1,-1.907818463107096,3.0000000000007527
duffing,omega=1.5,rbf,rbf(gamma=7.16959228646138),1,-1.824950738763927,3.0000000000006164
duffing,omega=1.5,rbf,rbf(gamma=25.657779375513382),1,-1.899982131495495,3.0000000000006843
duffing,omega=1.5,rbf,rbf(gamma=2.6463606681479517),1,-1.7038888632695004,3.0000000000033893
duffing,omega=1.5,rbf,rbf(gamma=1.2069353473323814),1,-1.5426762341612197,3.0000000000009055
duffing,omega=1.5,rbf,rbf(gamma=9.055643717072906),1,-1.843799379228707,3.0000000000006555
duffing,omega=1.5,rbf,rbf(gamma=2.832573162156947),1,-1.7148934412129955,3.000000000008446
duffing,omega=1.5,rbf,rbf(gamma=24.997809121769368),1,-1.8990582268000575,3.0000000000007385
duffing,omega=1.5,rbf,rbf(gamma=4.827741389329526),1,-1.7860416259454566,3.0000000000013243
duffing,omega=1.5,rbf,rbf(gamma=5.137886041753015),1,-1.7928348593802825,3.0000000000007216
duffing,omega=1.5,rbf,rbf(gamma=11.878256777489797),1,-1.8625115939543833,3.0000000000007057
duffing,omega=1.5,rbf,rbf(gamma=1.4299234173900934),1,-1.5822725444871775,3.000000000000807
duffing,omega=1.5,rbf,rbf(gamma=1.2844715104382538),1,-1.5574477240199527,3.0000000000004454
duffing,omega=1.5,rbf,rbf(gamma=10.310483849144388),1,-1.8531499688469222,3.0000000000004383
duffing,omega=1.5,rbf,rbf(gamma=6.76056749764226),1,-1.8197649712024209,3.000000000000717
duffing,omega=1.5,rbf,rbf(gamma=18.11128743414581),1,-1.8856970275953293,3.0000000000008673
duffing,omega=1.5,rbf,rbf(gamma=5.292721336295903),1,-1.7959794927201413,3.0000000000011773
duffing,omega=1.5,rbf,rbf(gamma=2.5689430208765076),1,-1.6989323712305935,3.0000000000023324
duffing,omega=1.5,rbf,rbf(gamma=15.566247895590791),1,-1.8781469436011895,3.0000000000005858
duffing,omega=1.5,rbf,rbf(gamma=8.786087019344853),1,-1.8415112210512543,3.000000000000626
duffing,omega=1.5,rbf,rbf(gamma=2.859846834780187),1,-1.7164058049242898,3.0000000000107554
duffing,omega=1.5,rbf,rbf(gamma=18.30713347181358),1,-1.8862016954896152,3.000000000000568
duffing,omega=1.5,rbf,rbf(gamma=27.78746075104152),1,-1.9026656471642023,3.0000000000015707
duffing,omega=1.5,rbf,rbf(gamma=14.33918457292276),1,-1.8736982433372797,3.0000000000005516
duffing,omega=1.5,rbf,rbf(gamma=17.572174038689706),1,-1.8842569059764174,3.000000000000716
duffing,omega=1.5,rbf,rbf(gamma=36.61426694362716),1,-1.9102794824437825,3.000000000000559
duffing,omega=1.5,rbf,rbf(gamma=20.620967698288776),1,-1.8915125356908806,3.000000000003829
duffing,omega=1.5,linear,linear,1,-1.2712339564055393,2.000000000000048
duffing,omega=1.5,poly,poly(p=1),1,-1.0540655163718533,2.9999999999996803
duffing,omega=1.5,poly,poly(p=2),1,-0.5649249841562467,3.0000000000002167
duffing,omega=1.5,poly,poly(p=3),1,1.788296776602765,3.000000000004389
duffing,omega=1.5,poly,poly(p=4),1,10.000500428808456,3.000000000001413
duffing,omega=1.5,hermite,hermite(good),1,-1.0099771362953425,2.9999992768700214
duffing,omega=1.5,hermite,hermite(bad),1,-1.3850956707324347,3.0000000000000266
duffing,omega=1.5,hermite,hermite(ugly),1,-0.33385652700867763,1.0000226538762345
duffing,omega=1.5,rbf,rbf(gamma=0.5615673708957537),2,-1.356999798836077,3.0000000000002713
duffing,omega=1.5,rbf,rbf(gamma=0.28078368544787685),2,-1.213501821592811,3.000000000000281
duffing,omega=1.5,rbf,rbf(gamma=0.14039184272393843),2,-1.1177523276034025,3.000000000000048
duffing,omega=1.5,rbf,rbf(gamma=1.1231347417915074),2,-1.5285818817235768,3.00000000000054
duffing,omega=1.5,rbf,rbf(gamma=0.4282763281683721),2,-1.2956183364435427,3.0000000000002114
duffing,omega=1.5,rbf,rbf(gamma=0.21413816408418604),2,-1.170458176978166,3.0000000000002363
duffing,omega=1.5,rbf,rbf(gamma=0.8565526563367442),2,-1.4610151563156726,3.000000000000379
duffing,omega=1.5,rbf,rbf(gamma=0.7233822873163714),2,-1.4186732417490986,3.0000000000009077
duffing,omega=1.5,rbf,rbf(gamma=4.527004343740512),2,-1.783688593175105,3.0000000000004112
duffing,omega=1.5,rbf,rbf(gamma=1.4467645746327429),2,-1.588735466904828,3.0000000000003526
duffing,omega=1.5,rbf,rbf(gamma=1.7131053126734883),2,-1.6260665510456742,3.000000000000563
duffing,omega=1.5,rbf,rbf(gamma=1.131751085935128),2,-1.5304539211680894,3.000000000000333
duffing,omega=1.5,rbf,rbf(gamma=2.263502171870256),2,-1.6813344839375064,3.0000000000002744
duffing,omega=1.5,rbf,rbf(gamma=1.3227987609662522),2,-1.5679516683107306,3.000000000000267
duffing,omega=1.5,rbf,rbf(gamma=0.6613993804831261),2,-1.3965129339866165,3.00000000000027
duffing,omega=1.5,rbf,rbf(gamma=0.33069969024156304),2,-1.2431861721076674,3.0000000000001763
duffing,omega=1.5,rbf,rbf(gamma=0.8672263057426219),2,-1.4641290650261598,3.000000000000477
duffing,omega=1.5,rbf,rbf(gamma=2.246269483583015),2,-1.679930071345209,3.000000000000436
duffing,omega=1.5,rbf,rbf(gamma=0.4172926884452463),2,-1.2900584958436865,3.0000000000000853
duffing,omega=1.5,rbf,rbf(gamma=0.20864634422262315),2,-1.166724717547697,3.000000000000181
duffing,omega=1.5,rbf,rbf(gamma=0.3540716452696184),2,-1.2563913463813012,3.0000000000001252
duffing,omega=1.5,rbf,rbf(gamma=0.10706908204209302),2,-1.0920015952603128,3.000000000000262
duffing,omega=1.5,rbf,rbf(gamma=0.8961990358076725),2,-1.4723899849234492,3.0000000000002065
duffing,omega=1.5,rbf,rbf(gamma=1.736716296940095),2,-1.6289718929354615,3.000000000000413
duffing,omega=1.5,rbf,rbf(gamma=2.1422985729832247),2,-1.671078380058264,3.0000000000002256
duffing,omega=1.5,rbf,rbf(gamma=1.0711492864916123),2,-1.516915232415135,3.0000000000005858
duffing,omega=1.5,rbf,rbf(gamma=0.6050352672118346),2,-1.3748208134292015,3.000000000001345
duffing,omega=1.5,rbf,rbf(gamma=0.6287739802913623),2,-1.3841447863425498,3.0000000000004654
duffing,omega=1.5,rbf,rbf(gamma=1.2575479605827247),2,-1.5559551255696438,3.000000000000378
duffing,omega=1.5,rbf,rbf(gamma=1.2100705344236693),2,-1.5467170186740642,3.0000000000003935
duffing,omega=1.5,rbf,rbf(gamma=2.5150959211654493),2,-1.7000510779742295,3.000000000000476
duffing,omega=1.5,rbf,rbf(gamma=0.7081432905392367),2,-1.4133806897953096,3.000000000000521
duffing,omega=1.5,rbf,rbf(gamma=0.3025176336059173),2,-1.2266821356555382,3.0000000000001554
duffing,omega=1.5,rbf,rbf(gamma=2.4201410688473386),2,-1.693357516090529,3.0000000000003464
duffing,omega=1.5,rbf,rbf(gamma=0.3025738836159259),2,-1.226715728477532,3.0000000000002465
duffing,omega=1.5,rbf,rbf(gamma=2.4010212274847227),2,-1.691957923957218,3.0000000000004525
duffing,omega=1.5,rbf,rbf(gamma=0.15128694180796295),2,-1.1259007216928625,2.9999999999999885
duffing,omega=1.5,rbf,rbf(gamma=0.5415719103032706),2,-1.3484615589717701,3.0000000000002096
duffing,omega=1.5,rbf,rbf(gamma=1.2005106137423613),2,-1.5448020054640845,3.0000000000004032
duffing,omega=1.5,rbf,rbf(gamma=0.5280804015419744),2,-1.3425742122678124,3.0000000000000613
duffing,omega=1.5,rbf,rbf(gamma=0.21680657643565548),2,-1.172261587574003,3.0000000000003286
duffing,omega=1.5,rbf,rbf(gamma=0.4608646759947346),2,-1.3116396238745431,3.0000000000001936
duffing,omega=1.5,rbf,rbf(gamma=0.2304323379973673),2,-1.181363305152702,3.000000000000108
duffing,omega=1.5,rbf,rbf(gamma=0.5248674161998298),2,-1.3411568363222253,3.000000000000241
duffing,omega=1.5,rbf,rbf(gamma=0.11521616899868364),2,-1.0984152434966328,3.000000000000173
duffing,omega=1.5,rbf,rbf(gamma=1.0497348323996596),2,-1.511916374531499,3.00000000000042
duffing,omega=1.5,rbf,rbf(gamma=0.9217293519894691),2,-1.4794448174037407,3.0000000000002225
duffing,omega=1.5,rbf,rbf(gamma=4.840282137694677),2,-1.7912707641874335,3.0000000000003357
duffing,omega=1.5,rbf,rbf(gamma=0.2640402007709872),2,-1.2030688177592368,3.0000000000000324
duffing,omega=1.5,rbf,rbf(gamma=0.2624337080999149),2,-1.202054731501885,3.0000000000002616
duffing,omega=1.5,rbf,rbf(gamma=0.10840328821782774),2,-1.0930572472774034,3.0000000000000275
duffing,omega=1.5,rbf,rbf(gamma=0.6002553068711807),2,-1.3729091882136446,3.000000000000795
duffing,omega=1.5,rbf,rbf(gamma=2.982996653948842),2,-1.7278126008742332,3.0000000000003824
duffing,omega=1.5,rbf,rbf(gamma=1.0182051082140997),2,-1.5043407414591294,3.0000000000008367
duffing,omega=1.5,rbf,rbf(gamma=0.6051477672318518),2,-1.374865665249996,3.0000000000003015
