kind,kernel,method,trial,spurious_ref_count,spurious_residual_count,spectral_gap,rank
damping=0.1,rbf(gamma=2.5),Principal Components (kDMD),3,0,2,0.0006120812052914371,5
damping=0.1,rbf(gamma=2.5),Principal Components (kDMD),4,0,2,0.0010560287626190101,5
damping=0.1,rbf(gamma=2.5),Principal Components (kDMD),5,0,2,0.001001969028703864,5
damping=0.1,rbf(gamma=2.5),Principal Components (kDMD),6,0,2,0.0006314054467377872,5
damping=0.1,rbf(gamma=2.5),Principal Components (kDMD),7,0,4,0.001729752097978987,5
damping=0.1,rbf(gamma=2.5),Principal Components (kDMD),8,0,4,0.0009204620554408294,5
damping=0.1,rbf(gamma=2.5),Principal Components (kDMD),9,0,4,0.0008847133375373684,5
damping=0.1,rbf(gamma=5.0),Principal Components (kDMD),0,0,4,0.0005861940369091823,5
damping=0.1,rbf(gamma=5.0),Principal Components (kDMD),1,0,2,0.00040430677703451323,5
damping=0.1,rbf(gamma=5.0),Principal Components (kDMD),2,0,4,0.0008063194926902773,5
damping=0.1,rbf(gamma=5.0),Principal Components (kDMD),3,0,2,0.0003993381454180378,5
damping=0.1,rbf(gamma=5.0),Principal Components (kDMD),4,0,2,0.0006336060906977359,5
damping=0.1,rbf(gamma=5.0),Principal Components (kDMD),5,0,2,0.0006559825583448697,5
damping=0.1,rbf(gamma=5.0),Principal Components (kDMD),6,0,2,0.0004117095299408513,5
damping=0.1,rbf(gamma=5.0),Principal Components (kDMD),7,0,4,0.0021478237707919234,5
damping=0.1,rbf(gamma=5.0),Principal Components (kDMD),8,0,4,0.0005385271042145368,5
damping=0.1,rbf(gamma=5.0),Principal Components (kDMD),9,0,2,0.0004592045127018718,5
damping=0.1,rbf(gamma=12.5),Principal Components (kDMD),0,0,2,0.00037319518428313714,5
damping=0.1,rbf(gamma=12.5),Principal Components (kDMD),1,0,2,0.00038943021712722903,5
damping=0.1,rbf(gamma=12.5),Principal Components (kDMD),2,0,2,0.0004379751368781548,5
damping=0.1,rbf(gamma=12.5),Principal Components (kDMD),3,0,2,0.0004058354537397335,5
damping=0.1,rbf(gamma=12.5),Principal Components (kDMD),4,0,2,0.000345766497229838,5
damping=0.1,rbf(gamma=12.5),Principal Components (kDMD),5,0,2,0.00037011995071423165,5
damping=0.1,rbf(gamma=12.5),Principal Components (kDMD),6,0,2,0.0004072905209164812,5
damping=0.1,rbf(gamma=12.5),Principal Components (kDMD),7,0,2,0.0,5
damping=0.1,rbf(gamma=12.5),Principal Components (kDMD),8,0,2,0.0003815671852260838,5
damping=0.1,rbf(gamma=12.5),Principal Components (kDMD),9,0,2,0.00038438465287438106,5
damping=0.1,rbf(gamma=25.0),Principal Components (kDMD),0,0,2,0.0004131594485250467,5
damping=0.1,rbf(gamma=25.0),Principal Components (kDMD),1,0,2,0.00045701626008853857,5
damping=0.1,rbf(gamma=25.0),Principal Components (kDMD),2,0,2,0.0003863954430920469,5
damping=0.1,rbf(gamma=25.0),Principal Components (kDMD),3,0,2,0.0004826636343675528,5
damping=0.1,rbf(gamma=25.0),Principal Components (kDMD),4,0,2,0.0003665424903256387,5
damping=0.1,rbf(gamma=25.0),Principal Components (kDMD),5,0,2,0.000393464454496506,5
damping=0.1,rbf(gamma=25.0),Principal Components (kDMD),6,0,2,0.0004866729589021457,5
damping=0.1,rbf(gamma=25.0),Principal Components (kDMD),7,0,2,0.0007016463502963477,5
damping=0.1,rbf(gamma=25.0),Principal Components (kDMD),8,0,2,0.0004283462194689669,5
damping=0.1,rbf(gamma=25.0),Principal Components (kDMD),9,0,2,0.00044786459909751386,5
damping=0.1,rbf(gamma=0.5),Reduced Rank,0,0,4,0.0016808194351581873,5
damping=0.1,rbf(gamma=0.5),Reduced Rank,1,0,2,0.0013462974752337376,5
damping=0.1,rbf(gamma=0.5),Reduced Rank,2,0,4,0.0015538134979927731,5
damping=0.1,rbf(gamma=0.5),Reduced Rank,3,0,2,0.0013073676940966727,5
damping=0.1,rbf(gamma=0.5),Reduced Rank,4,0,4,0.001690873979098284,5
damping=0.1,rbf(gamma=0.5),Reduced Rank,5,0,2,0.0014662846846350552,5
damping=0.1,rbf(gamma=0.5),Reduced Rank,6,0,4,0.0013425901841344068,5
damping=0.1,rbf(gamma=0.5),Reduced Rank,7,0,4,0.0016151117965044204,5
damping=0.1,rbf(gamma=0.5),Reduced Rank,8,0,4,0.0017556274874039879,5
damping=0.1,rbf(gamma=0.5),Reduced Rank,9,0,4,0.0017144000500034506,5
damping=0.1,rbf(gamma=1.0),Reduced Rank,0,0,4,0.001773710290675079,5
damping=0.1,rbf(gamma=1.0),Reduced Rank,1,0,2,0.0011212345952886782,5
damping=0.1,rbf(gamma=1.0),Reduced Rank,2,0,4,0.0014430840261133726,5
damping=0.1,rbf(gamma=1.0),Reduced Rank,3,0,2,0.0010558954420412103,5
damping=0.1,rbf(gamma=1.0),Reduced Rank,4,0,4,0.0019470376638767162,5
damping=0.1,rbf(gamma=1.0),Reduced Rank,5,0,2,0.001336191655486152,5
damping=0.1,rbf(gamma=1.0),Reduced Rank,6,0,4,0.0010813864418639518,5
damping=0.1,rbf(gamma=1.0),Reduced Rank,7,0,4,0.0016365890828308194,5
damping=0.1,rbf(gamma=1.0),Reduced Rank,8,0,4,0.001519332547855079,5
damping=0.1,rbf(gamma=1.0),Reduced Rank,9,0,4,0.001800433687948244,5
damping=0.1,rbf(gamma=2.5),Reduced Rank,0,0,4,0.0011854059405660422,5
damping=0.1,rbf(gamma=2.5),Reduced Rank,1,0,2,0.0006790418570159495,5
damping=0.1,rbf(gamma=2.5),Reduced Rank,2,0,4,0.0011455298024426463,5
damping=0.1,rbf(gamma=2.5),Reduced Rank,3,0,2,0.0006151508479775858,5
damping=0.1,rbf(gamma=2.5),Reduced Rank,4,0,2,0.001032634434792068,5
damping=0.1,rbf(gamma=2.5),Reduced Rank,5,0,2,0.0010054757131311431,5
damping=0.1,rbf(gamma=2.5),Reduced Rank,6,0,2,0.0006333442830853686,5
damping=0.1,rbf(gamma=2.5),Reduced Rank,7,0,4,0.0017560226979572713,5
damping=0.1,rbf(gamma=2.5),Reduced Rank,8,0,4,0.000927129294283402,5
damping=0.1,rbf(gamma=2.5),Reduced Rank,9,0,4,0.000891055767771376,5
damping=0.1,rbf(gamma=5.0),Reduced Rank,0,0,4,0.0005873620003968849,5
damping=0.1,rbf(gamma=5.0),Reduced Rank,1,0,2,0.0004102022206460276,5
damping=0.1,rbf(gamma=5.0),Reduced Rank,2,0,4,0.0008089511420399376,5
damping=0.1,rbf(gamma=5.0),Reduced Rank,3,0,2,0.0004011854947139071,5
damping=0.1,rbf(gamma=5.0),Reduced Rank,4,0,2,0.0006364782169987482,5
damping=0.1,rbf(gamma=5.0),Reduced Rank,5,0,2,0.0006607912269673832,5
damping=0.1,rbf(gamma=5.0),Reduced Rank,6,0,2,0.00041234616909957555,5
damping=0.1,rbf(gamma=5.0),Reduced Rank,7,0,4,0.001781213432393125,5
damping=0.1,rbf(gamma=5.0),Reduced Rank,8,0,4,0.0005393837900449228,5
damping=0.1,rbf(gamma=5.0),Reduced Rank,9,0,2,0.000459082777839126,5
damping=0.1,rbf(gamma=12.5),Reduced Rank,0,0,2,0.00037282042902941903,5
damping=0.1,rbf(gamma=12.5),Reduced Rank,1,0,2,0.0003895146034964547,5
damping=0.1,rbf(gamma=12.5),Reduced Rank,2,0,2,0.0004387728404934288,5
damping=0.1,rbf(gamma=12.5),Reduced Rank,3,0,2,0.00040573984908887084,5
damping=0.1,rbf(gamma=12.5),Reduced Rank,4,0,2,0.00034472408424424117,5
damping=0.1,rbf(gamma=12.5),Reduced Rank,5,0,2,0.00037383467130824855,5
damping=0.1,rbf(gamma=12.5),Reduced Rank,6,0,2,0.00040709281634665473,5
damping=0.1,rbf(gamma=12.5),Reduced Rank,7,0,2,0.0003162321068131968,5
damping=0.1,rbf(gamma=12.5),Reduced Rank,8,0,2,0.00038130134588332254,5
damping=0.1,rbf(gamma=12.5),Reduced Rank,9,0,2,0.00038403442310097624,5
damping=0.1,rbf(gamma=25.0),Reduced Rank,0,0,2,0.00041271294607092557,5
damping=0.1,rbf(gamma=25.0),Reduced Rank,1,0,2,0.0004569153767866041,5
damping=0.1,rbf(gamma=25.0),Reduced Rank,2,0,2,0.0003863436496929218,5
damping=0.1,rbf(gamma=25.0),Reduced Rank,3,0,2,0.0004825920145432594,5
damping=0.1,rbf(gamma=25.0),Reduced Rank,4,0,2,0.00036623092666610013,5
damping=0.1,rbf(gamma=25.0),Reduced Rank,5,0,2,0.0003934940560952338,5
damping=0.1,rbf(gamma=25.0),Reduced Rank,6,0,2,0.00048645710467765113,5
damping=0.1,rbf(gamma=25.0),Reduced Rank,7,0,2,0.0007027249859490325,5
damping=0.1,rbf(gamma=25.0),Reduced Rank,8,0,2,0.0004279601798655719,5
damping=0.1,rbf(gamma=25.0),Reduced Rank,9,0,2,0.00044733477676817124,5
damping=0.3,rbf(gamma=0.5),Principal Components (kDMD),0,0,0,0.0015533896156137983,5
damping=0.3,rbf(gamma=0.5),Principal Components (kDMD),1,0,4,0.001441034547622011,5
damping=0.3,rbf(gamma=0.5),Principal Components (kDMD),2,0,0,0.0014980938592520365,5
damping=0.3,rbf(gamma=0.5),Principal Components (kDMD),3,0,0,0.0013598869513521405,5
damping=0.3,rbf(gamma=0.5),Principal Components (kDMD),4,0,4,0.0015944531660521122,5
damping=0.3,rbf(gamma=0.5),Principal Components (kDMD),5,0,4,0.0015134036751558444,5
damping=0.3,rbf(gamma=0.5),Principal Components (kDMD),6,0,0,0.0013350633951934032,5
damping=0.3,rbf(gamma=0.5),Principal Components (kDMD),7,0,4,0.0015985358809231798,5
damping=0.3,rbf(gamma=0.5),Principal Components (kDMD),8,0,0,0.001478968628481403,5
damping=0.3,rbf(gamma=0.5),Principal Components (kDMD),9,0,0,0.0015271876845087684,5
damping=0.3,rbf(gamma=1.0),Principal Components (kDMD),0,0,0,0.0014923901508502313,5
damping=0.3,rbf(gamma=1.0),Principal Components (kDMD),1,0,4,0.001288089597580866,5
damping=0.3,rbf(gamma=1.0),Principal Components (kDMD),2,0,0,0.0014082436503499718,5
damping=0.3,rbf(gamma=1.0),Principal Components (kDMD),3,0,0,0.0011543631383164055,5
damping=0.3,rbf(gamma=1.0),Principal Components (kDMD),4,0,2,0.0015658781074762151,5
damping=0.3,rbf(gamma=1.0),Principal Components (kDMD),5,0,4,0.0014290075845080352,5
damping=0.3,rbf(gamma=1.0),Principal Components (kDMD),6,0,0,0.0011408578094247446,5
damping=0.3,rbf(gamma=1.0),Principal Components (kDMD),7,0,4,0.0015972401384201085,5
damping=0.3,rbf(gamma=1.0),Principal Components (kDMD),8,0,0,0.0013708984348685949,5
damping=0.3,rbf(gamma=1.0),Principal Components (kDMD),9,0,0,0.0014369104188580728,5
damping=0.3,rbf(gamma=2.5),Principal Components (kDMD),0,0,0,0.0012812622288382869,5
damping=0.3,rbf(gamma=2.5),Principal Components (kDMD),1,0,0,0.0009486051848819343,5
damping=0.3,rbf(gamma=2.5),Principal Components (kDMD),2,0,0,0.0011898321754557628,5
damping=0.3,rbf(gamma=2.5),Principal Components (kDMD),3,0,0,0.0007764268239253136,5
damping=0.3,rbf(gamma=2.5),Principal Components (kDMD),4,0,2,0.0014256678383517407,5
damping=0.3,rbf(gamma=2.5),Principal Components (kDMD),5,0,0,0.0011814938468233116,5
damping=0.3,rbf(gamma=2.5),Principal Components (kDMD),6,0,0,0.000782374934898078,5
damping=0.3,rbf(gamma=2.5),Principal Components (kDMD),7,0,4,0.0015883776313538878,5
damping=0.3,rbf(gamma=2.5),Principal Components (kDMD),8,0,0,0.0010992833287717385,5
damping=0.3,rbf(gamma=2.5),Principal Components (kDMD),9,0,0,0.0011554956681950612,5
damping=0.3,rbf(gamma=5.0),Principal Components (kDMD),0,0,2,0.0009747171379389519,5
damping=0.3,rbf(gamma=5.0),Principal Components (kDMD),1,0,2,0.0005978731238320822,5
damping=0.3,rbf(gamma=5.0),Principal Components (kDMD),2,0,0,0.0009378298759411541,5
damping=0.3,rbf(gamma=5.0),Principal Components (kDMD),3,0,2,0.0005151973184641667,5
damping=0.3,rbf(gamma=5.0),Principal Components (kDMD),4,0,2,0.001201147628908883,5
damping=0.3,rbf(gamma=5.0),Principal Components (kDMD),5,0,0,0.0009112548795560116,5
damping=0.3,rbf(gamma=5.0),Principal Components (kDMD),6,0,2,0.0005284305194876993,5
damping=0.3,rbf(gamma=5.0),Principal Components (kDMD),7,0,2,0.0015605348290173016,5
damping=0.3,rbf(gamma=5.0),Principal Components (kDMD),8,0,2,0.0007871977547071474,5
damping=0.3,rbf(gamma=5.0),Principal Components (kDMD),9,0,2,0.0008175839368783633,5
damping=0.3,rbf(gamma=12.5),Principal Components (kDMD),0,0,2,0.0005825189798441821,5
damping=0.3,rbf(gamma=12.5),Principal Components (kDMD),1,0,2,0.00047897105179606214,5
damping=0.3,rbf(gamma=12.5),Principal Components (kDMD),2,0,2,0.000570480623299563,5
damping=0.3,rbf(gamma=12.5),Principal Components (kDMD),3,0,2,0.0005036393745405654,5
damping=0.3,rbf(gamma=12.5),Principal Components (kDMD),4,0,2,0.0008292359104635771,5
damping=0.3,rbf(gamma=12.5),Principal Components (kDMD),5,0,2,0.0005040137622160934,5
damping=0.3,rbf(gamma=12.5),Principal Components (kDMD),6,0,2,0.0005068901625637778,5
damping=0.3,rbf(gamma=12.5),Principal Components (kDMD),7,0,2,0.0014332334181010875,5
damping=0.3,rbf(gamma=12.5),Principal Components (kDMD),8,0,2,0.0004940676879385819,5
damping=0.3,rbf(gamma=12.5),Principal Components (kDMD),9,0,2,0.0005204997278828172,5
damping=0.3,rbf(gamma=25.0),Principal Components (kDMD),0,0,2,0.0005064733275623734,5
damping=0.3,rbf(gamma=25.0),Principal Components (kDMD),1,0,2,0.0005608196916542241,5
