kernel,kind,method,trial,eigenfunction_id,spectral_bias,metric_distortion,truncation,residual_spurious_score,spectral_gap,est_eig_real,est_eig_imag,gap
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),4,3,7.652664950568125e-09,491.7665297792297,1.556158153749028e-11,0.2384323290078146,0.972325572850706,-0.02597630413948409,0.009544921960191275,0.972325572850706
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),4,4,3.772374286422766e-09,242.41586739333195,1.556158153749028e-11,0.3493274057081983,0.972325572850706,0.026852887000681423,0.0,0.972325572850706
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),4,5,9.564469341600639e-10,61.46206488433286,1.556158153749028e-11,0.027412184630413568,0.972325572850706,-1.91539552919892e-06,0.0,0.972325572850706
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),5,1,0.0,7.75212168699916,0.0,0.011998971830077731,0.9088950195479092,1.0000000139043996,0.0,0.9088950195479092
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),5,2,0.0,1042.655469326324,0.0,0.30944118397906634,0.9088950195479092,0.09110499435649048,0.0,0.9088950195479092
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),5,3,0.0,941.2621497639976,0.0,0.16087973713703355,0.9088950195479092,0.014513835003663876,0.0,0.9088950195479092
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),5,4,0.0,764.9421413664489,0.0,0.34339263333592474,0.9088950195479092,-0.004714085728141883,0.0,0.9088950195479092
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),5,5,0.0,836.240426005816,0.0,0.09885547386921746,0.9088950195479092,0.00046806349074922333,0.0,0.9088950195479092
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),6,1,0.0,7.5523324334689175,0.0,0.005139042726675922,0.938744398431409,1.0000000366175088,0.0,0.938744398431409
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),6,2,0.0,1081.7623454171778,0.0,0.9964237539092751,0.938744398431409,0.06125563818609978,0.0,0.938744398431409
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),6,3,0.0,764.8743776142813,0.0,0.5740568726971282,0.938744398431409,-0.016625539648909615,0.022011909345110384,0.938744398431409
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),6,4,0.0,764.8743776142813,0.0,0.5740568726971282,0.938744398431409,-0.016625539648909615,-0.022011909345110384,0.938744398431409
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),6,5,0.0,1832.881652971817,0.0,0.3992012102719294,0.938744398431409,0.00686763565424795,0.0,0.938744398431409
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),7,1,5.922562727800422e-10,7.9839731431136975,7.418064441898486e-11,0.006118694012331504,0.9601281629624995,1.0000000007565844,0.0,0.9601281629624995
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),7,2,2.6169510343774914e-08,352.7808439620055,7.418064441898486e-11,0.8462663633516743,0.9601281629624995,0.003116093993961116,0.03974988562623312,0.9601281629624995
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),7,3,2.6169510343774914e-08,352.7808439620055,7.418064441898486e-11,0.8462663633516743,0.9601281629624995,0.003116093993961116,-0.03974988562623312,0.9601281629624995
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),7,4,1.439358786030236e-08,194.03427906348367,7.418064441898486e-11,0.7682523486546161,0.9601281629624995,-0.03076846694397818,0.0,0.9601281629624995
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),7,5,4.624515538645467e-09,62.34126940884228,7.418064441898486e-11,0.020859900270197886,0.9601281629624995,-2.5158766193865358e-06,0.0,0.9601281629624995
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),8,1,2.9479723975853643e-10,7.895711954655848,3.7336372128507545e-11,0.06509686919345442,0.9467197816561654,0.9999999998258039,0.0,0.9467197816561654
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),8,2,1.2867223538706681e-08,344.6297217742303,3.7336372128507545e-11,0.24520287760351142,0.9467197816561654,-0.05328021816963851,0.0,0.9467197816561654
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),8,3,1.7565077791659244e-08,470.4548618489832,3.7336372128507545e-11,0.1949817480773963,0.9467197816561654,0.033953442355787095,0.008872239482776738,0.9467197816561654
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),8,4,1.7565077791659244e-08,470.4548618489832,3.7336372128507545e-11,0.1949817480773963,0.9467197816561654,0.033953442355787095,-0.008872239482776738,0.9467197816561654
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),8,5,3.904857737005987e-09,104.58589076533497,3.7336372128507545e-11,0.030173475753290067,0.9467197816561654,8.469938461742478e-05,0.0,0.9467197816561654
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),9,1,2.506509015232504e-10,7.880595005832944,3.180608841562436e-11,0.004880307893707625,0.9378075969379084,1.0000000002594325,0.0,0.9378075969379084
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),9,2,7.4148949491628115e-09,233.12816251621604,3.180608841562436e-11,0.9849948608465721,0.9378075969379084,-0.06219240332152414,0.0,0.9378075969379084
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),9,3,6.830432675407166e-09,214.75236395468858,3.180608841562436e-11,0.6796007742896688,0.9378075969379084,0.027249716596848578,0.0,0.9378075969379084
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),9,4,4.586038530656213e-09,144.1874420622995,3.180608841562436e-11,0.24080150053283492,0.9378075969379084,0.0022573525424859704,0.0,0.9378075969379084
rbf(gamma=2.5),r=0.0,Principal Components (kDMD),9,5,2.6566761977180697e-09,83.52728455640617,3.180608841562436e-11,0.1970919475455635,0.9378075969379084,0.0010129407036596667,0.0,0.9378075969379084
rbf(gamma=5.0),r=0.0,Principal Components (kDMD),0,1,5.547688793969638e-09,7.949051891320747,6.979057213133731e-10,0.008106901066341638,0.951906611882883,0.9999999997964247,0.0,0.951906611882883
rbf(gamma=5.0),r=0.0,Principal Components (kDMD),0,2,1.0536918496994311e-07,150.9791104329267,6.979057213133731e-10,0.9469220444655655,0.951906611882883,-0.04809338791354184,0.0,0.951906611882883
rbf(gamma=5.0),r=0.0,Principal Components (kDMD),0,3,1.3909739224339622e-07,199.30685190777913,6.979057213133731e-10,0.8349757874233995,0.951906611882883,-0.006391854080666797,0.010010239091387891,0.951906611882883
rbf(gamma=5.0),r=0.0,Principal Components (kDMD),0,4,1.3909739224339622e-07,199.30685190777913,6.979057213133731e-10,0.8349757874233995,0.951906611882883,-0.006391854080666797,-0.010010239091387891,0.951906611882883
rbf(gamma=5.0),r=0.0,Principal Components (kDMD),0,5,5.146968830861779e-08,73.74876969307279,6.979057213133731e-10,0.06365459395112184,0.951906611882883,-6.07573452755882e-06,0.0,0.951906611882883
rbf(gamma=5.0),r=0.0,Principal Components (kDMD),1,1,6.1722245990732775e-09,8.074005124849963,7.644563638034568e-10,0.002902339516456268,0.9695150423776677,0.9999999993083857,0.0,0.9695150423776677
rbf(gamma=5.0),r=0.0,Principal Components (kDMD),1,2,1.8983573121387032e-07,248.32775316221642,7.644563638034568e-10,1.0010060325703876,0.9695150423776677,0.030484956930718,0.0,0.9695150423776677
rbf(gamma=5.0),r=0.0,Principal Components (kDMD),1,3,1.3375102563093732e-07,174.96227641493607,7.644563638034568e-10,0.9943745632572192,0.9695150423776677,-0.024077459722047237,0.0,0.9695150423776677
rbf(gamma=5.0),r=0.0,Principal Components (kDMD),1,4,2.2566469783536935e-07,295.1963101106294,7.644563638034568e-10,0.9999157063361228,0.9695150423776677,0.01534437706651497,0.0,0.9695150423776677
rbf(gamma=5.0),r=0.0,Principal Components (kDMD),1,5,3.8495599666753185e-08,50.35683067012897,7.644563638034568e-10,0.9999349012722041,0.9695150423776677,-4.767091814532187e-05,0.0,0.9695150423776677
