kind,kernel,method,trial,spurious_ref_count,spurious_residual_count,spectral_gap,rank
A=rot,rbf(gamma=0.057170569864738015),Principal Components (kDMD) ,3,0,5,0.025418159232808435,5
A=rot,rbf(gamma=0.11434113972947603),Principal Components (kDMD) ,3,0,5,0.02721334884647375,5
A=rot,rbf(gamma=0.22868227945895206),Principal Components (kDMD) ,3,0,5,0.029356035509144007,5
A=rot,rbf(gamma=0.4573645589179041),Principal Components (kDMD) ,3,0,5,0.033588814219936425,5
A=rot,rbf(gamma=0.9147291178358082),Principal Components (kDMD) ,3,0,5,0.04186405462787679,5
A=rot,rbf(gamma=0.052010995812118065),Principal Components (kDMD) ,4,0,5,0.023853672756557254,5
A=rot,rbf(gamma=0.10402199162423613),Principal Components (kDMD) ,4,0,5,0.02476590567243253,5
A=rot,rbf(gamma=0.20804398324847226),Principal Components (kDMD) ,4,0,5,0.02734572905856203,5
A=rot,rbf(gamma=0.4160879664969445),Principal Components (kDMD) ,4,0,5,0.033167977522927106,5
A=rot,rbf(gamma=0.832175932993889),Principal Components (kDMD) ,4,0,5,0.04361992167678508,5
A=rot,rbf(gamma=0.06039094161727605),Principal Components (kDMD) ,5,0,5,0.027563733657324785,5
A=rot,rbf(gamma=0.1207818832345521),Principal Components (kDMD) ,5,0,5,0.02785878163612865,5
A=rot,rbf(gamma=0.2415637664691042),Principal Components (kDMD) ,5,0,5,0.02981689237480334,5
A=rot,rbf(gamma=0.4831275329382084),Principal Components (kDMD) ,5,0,5,0.03511409200195903,5
A=rot,rbf(gamma=0.9662550658764169),Principal Components (kDMD) ,5,0,5,0.04534664797363097,5
A=rot,rbf(gamma=0.06797624933021323),Principal Components (kDMD) ,6,0,5,0.03149809151043448,5
A=rot,rbf(gamma=0.13595249866042647),Principal Components (kDMD) ,6,0,5,0.03159299009269656,5
A=rot,rbf(gamma=0.27190499732085294),Principal Components (kDMD) ,6,0,5,0.03308791130722932,5
A=rot,rbf(gamma=0.5438099946417059),Principal Components (kDMD) ,6,0,5,0.03755896817604654,5
A=rot,rbf(gamma=1.0876199892834117),Principal Components (kDMD) ,6,0,5,0.046179902478430734,5
A=rot,rbf(gamma=0.05807221150778831),Principal Components (kDMD) ,7,0,5,0.02634305056933084,5
A=rot,rbf(gamma=0.11614442301557662),Principal Components (kDMD) ,7,0,5,0.027269631406817263,5
A=rot,rbf(gamma=0.23228884603115324),Principal Components (kDMD) ,7,0,5,0.02976431321418982,5
A=rot,rbf(gamma=0.4645776920623065),Principal Components (kDMD) ,7,0,5,0.03437687352326413,5
A=rot,rbf(gamma=0.929155384124613),Principal Components (kDMD) ,7,0,5,0.042101636697059575,5
A=rot,rbf(gamma=0.05189909675010617),Principal Components (kDMD) ,8,0,5,0.023908752185053395,5
A=rot,rbf(gamma=0.10379819350021234),Principal Components (kDMD) ,8,0,5,0.024234083910475657,5
A=rot,rbf(gamma=0.20759638700042468),Principal Components (kDMD) ,8,0,5,0.026162953094533203,5
A=rot,rbf(gamma=0.41519277400084936),Principal Components (kDMD) ,8,0,5,0.03301251015860496,5
A=rot,rbf(gamma=0.8303855480016987),Principal Components (kDMD) ,8,0,5,0.03820727688969228,5
A=rot,rbf(gamma=0.06111381981702322),Principal Components (kDMD) ,9,0,5,0.02715905394036977,5
A=rot,rbf(gamma=0.12222763963404644),Principal Components (kDMD) ,9,0,5,0.02700256993713057,5
A=rot,rbf(gamma=0.24445527926809288),Principal Components (kDMD) ,9,0,5,0.027759772303436292,5
A=rot,rbf(gamma=0.48891055853618576),Principal Components (kDMD) ,9,0,5,0.03063881843910521,5
A=rot,rbf(gamma=0.9778211170723715),Principal Components (kDMD) ,9,0,5,0.035912310613557596,5
A=rot,rbf(gamma=0.06508678073261272),Reduced Rank,0,0,5,0.028145348625622346,5
A=rot,rbf(gamma=0.13017356146522543),Reduced Rank,0,0,5,0.028108039534476492,5
A=rot,rbf(gamma=0.26034712293045087),Reduced Rank,0,0,5,0.02886296262300958,5
A=rot,rbf(gamma=0.5206942458609017),Reduced Rank,0,0,5,0.030946255228489594,5
A=rot,rbf(gamma=1.0413884917218035),Reduced Rank,0,0,5,0.034067523774955366,5
A=rot,rbf(gamma=0.06040786973321314),Reduced Rank,1,0,5,0.02762747192003956,5
A=rot,rbf(gamma=0.12081573946642628),Reduced Rank,1,0,5,0.028431289446537944,5
A=rot,rbf(gamma=0.24163147893285256),Reduced Rank,1,0,5,0.02994426439522535,5
A=rot,rbf(gamma=0.4832629578657051),Reduced Rank,1,0,5,0.0334499207451221,5
A=rot,rbf(gamma=0.9665259157314102),Reduced Rank,1,0,5,0.03861448343954388,5
A=rot,rbf(gamma=0.04995427791388666),Reduced Rank,2,0,5,0.022273833134091925,5
A=rot,rbf(gamma=0.09990855582777332),Reduced Rank,2,0,5,0.021987918951561713,5
A=rot,rbf(gamma=0.19981711165554664),Reduced Rank,2,0,5,0.022350117121780477,5
A=rot,rbf(gamma=0.3996342233110933),Reduced Rank,2,0,5,0.024214575419363782,5
A=rot,rbf(gamma=0.7992684466221865),Reduced Rank,2,0,5,0.028049981862148576,5
A=rot,rbf(gamma=0.057170569864738015),Reduced Rank,3,0,5,0.0249537221783237,5
A=rot,rbf(gamma=0.11434113972947603),Reduced Rank,3,0,5,0.02658159611263644,5
A=rot,rbf(gamma=0.22868227945895206),Reduced Rank,3,0,5,0.028402582596737114,5
A=rot,rbf(gamma=0.4573645589179041),Reduced Rank,3,0,5,0.031916864124041155,5
A=rot,rbf(gamma=0.9147291178358082),Reduced Rank,3,0,5,0.03800589929844478,5
A=rot,rbf(gamma=0.052010995812118065),Reduced Rank,4,0,5,0.02357505611562516,5
A=rot,rbf(gamma=0.10402199162423613),Reduced Rank,4,0,5,0.024250780050248832,5
A=rot,rbf(gamma=0.20804398324847226),Reduced Rank,4,0,5,0.02618404314029421,5
A=rot,rbf(gamma=0.4160879664969445),Reduced Rank,4,0,5,0.030631388527698422,5
A=rot,rbf(gamma=0.832175932993889),Reduced Rank,4,0,5,0.038059292376912746,5
A=rot,rbf(gamma=0.06039094161727605),Reduced Rank,5,0,5,0.027298226128408043,5
A=rot,rbf(gamma=0.1207818832345521),Reduced Rank,5,0,5,0.02748476559828339,5
A=rot,rbf(gamma=0.2415637664691042),Reduced Rank,5,0,5,0.028925297767946168,5
A=rot,rbf(gamma=0.4831275329382084),Reduced Rank,5,0,5,0.033113760872362175,5
A=rot,rbf(gamma=0.9662550658764169),Reduced Rank,5,0,5,0.04059446450964821,5
A=rot,rbf(gamma=0.06797624933021323),Reduced Rank,6,0,5,0.031192480423774316,5
A=rot,rbf(gamma=0.13595249866042647),Reduced Rank,6,0,5,0.03110252819124326,5
A=rot,rbf(gamma=0.27190499732085294),Reduced Rank,6,0,5,0.032196288493825276,5
A=rot,rbf(gamma=0.5438099946417059),Reduced Rank,6,0,5,0.03550227178286125,5
A=rot,rbf(gamma=1.0876199892834117),Reduced Rank,6,0,5,0.04145536009732065,5
A=rot,rbf(gamma=0.05807221150778831),Reduced Rank,7,0,5,0.025852713137891614,5
A=rot,rbf(gamma=0.11614442301557662),Reduced Rank,7,0,5,0.026567183050169474,5
