kernel,kind,method,n_modes_used,weight_sum,agg_bias_mean,agg_bias_std,agg_dist_mean,agg_trunc_mean,agg_spurious_mean,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,std_spectral_gap,mean_rank,agg_bias_mean_norm,agg_dist_mean_norm,agg_spurious_mean_norm,agg_trunc_mean_norm,agg_bias_std_norm,agg_spurious_std_norm,mean_spurious_ref_count_norm,mean_spurious_residual_count_norm,mean_spectral_gap_norm,std_spectral_gap_norm,composite_score,used_metrics,admissible,constraint_violations,rank
rbf(gamma=0.12981024004046163),A=rev,Principal Components (kDMD) ,3.0,1.0,259.10633807976444,,10.275258415718207,25.216527662545772,0.3253912422120274,,0.0,5.0,0.025052859043298348,,5.0,-0.5258718600294503,-0.9382386049120217,-0.723074009172488,-0.7882403746323071,0.0,0.0,0.0,0.0,0.39724202598785596,0.0,-2.3826836484361857,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,21
rbf(gamma=0.04995427791388666),A=rot,Principal Components (kDMD) ,3.0,1.0,36.01049464441077,,10.82301703812668,3.327214076957945,0.312363454778475,,0.0,5.0,0.022451235763949806,,5.0,-0.5322382592655895,-0.9317183890118244,-0.829533375613115,-0.9075559814605406,0.0,0.0,0.0,0.0,0.7855997262721682,0.0,-2.354468151484715,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,22
rbf(gamma=0.27190499732085294),A=rot,Principal Components (kDMD) ,3.0,1.0,806.6101201698581,,9.655291923775792,83.54072839409558,0.38199121822793236,,0.0,5.0,0.03308791130722932,,5.0,-0.510247957735225,-0.9456183433825521,-0.2605551341953532,-0.47032326061012775,0.0,0.0,0.0,0.0,-0.8021915905755195,0.0,-2.352678860905954,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,23
rbf(gamma=0.2415637664691042),A=rot,Principal Components (kDMD) ,3.0,1.0,1103.064306744457,,9.60760248250456,114.81160973855201,0.34632502040940183,,0.0,5.0,0.02981689237480334,,5.0,-0.5017881600182599,-0.9461860121339466,-0.5520091391423363,-0.2998700315000059,0.0,0.0,0.0,0.0,-0.3139097550510862,0.0,-2.306873204570089,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,24
rbf(gamma=0.0613059543409328),A=rev,Principal Components (kDMD) ,3.0,1.0,50.00663188826117,,11.411231630055356,4.382229150142892,0.31001082991360546,,0.0,5.0,0.021662283948198913,,5.0,-0.5318388569455551,-0.924716607610086,-0.8487583555925574,-0.9018052408912759,0.0,0.0,0.0,0.0,0.9033706253997591,0.0,-2.304531127893957,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,25
rbf(gamma=0.23228884603115324),A=rot,Principal Components (kDMD) ,3.0,1.0,728.6023623337976,,9.65319052943112,75.47788061495307,0.3607374162104661,,0.0,5.0,0.02976431321418982,,5.0,-0.5124740347533042,-0.9456433572194106,-0.4342351476876358,-0.514272723519073,0.0,0.0,0.0,0.0,-0.3060609930643549,0.0,-2.3025193979520644,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,26
rbf(gamma=0.10379819350021234),A=rot,Principal Components (kDMD) ,3.0,1.0,190.83560422735582,,9.867985521505208,19.338861392882016,0.33317725768821943,,0.0,5.0,0.024234083910475657,,5.0,-0.5278200753845902,-0.9430865563488989,-0.6594489094446907,-0.8202787167647215,0.0,0.0,0.0,0.0,0.5194648051877044,0.0,-2.2807624969666884,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,27
rbf(gamma=0.10402199162423613),A=rot,Principal Components (kDMD) ,3.0,1.0,288.77035079896166,,10.033475063717042,28.780691531612042,0.3352370556539516,,0.0,5.0,0.02476590567243253,,5.0,-0.5250253496462525,-0.9411166603028969,-0.6426168274395158,-0.7688126126236847,0.0,0.0,0.0,0.0,0.4400770329171394,0.0,-2.2731266272419375,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,28
rbf(gamma=0.24163147893285256),A=rot,Principal Components (kDMD) ,3.0,1.0,686.3086177009535,,9.529092947784328,72.02244971915523,0.3772846627407479,,0.0,5.0,0.030768978003459457,,5.0,-0.5136809548795505,-0.9471205462437873,-0.29901576443198624,-0.533107797198889,0.0,0.0,0.0,0.0,-0.45603247825766086,0.0,-2.254387403283599,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,29
rbf(gamma=0.12222763963404644),A=rot,Principal Components (kDMD) ,3.0,1.0,267.61890613467403,,9.764233818943115,27.408080459470316,0.36263466016302925,,0.0,5.0,0.02700256993713057,,5.0,-0.5256289401886867,-0.9443215592736242,-0.4187314107558377,-0.7762945248532016,0.0,0.0,0.0,0.0,0.10619864358948047,0.0,-2.223729850850009,"agg_bias_mean, agg_dist_mean, agg_spurious_mean, agg_trunc_mean, agg_bias_std, agg_spurious_std, mean_spurious_ref_count, mean_spurious_residual_count, mean_spectral_gap, std_spectral_gap",True,,30
