kernel,kind,method,agg_bias_mean,agg_bias_std,agg_dist_mean,agg_trunc_mean,agg_spurious_mean,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,agg_horizon_instab,agg_horizon_sens,system,family,agg_bias_mean_z,agg_dist_mean_z,agg_spurious_mean_z,agg_trunc_mean_z,agg_bias_std_z,agg_spurious_std_z,mean_spurious_ref_count_z,mean_spurious_residual_count_z,mean_spectral_gap_z,agg_horizon_instab_z,agg_horizon_sens_z,score_ssl_only,rank_score_ssl_only
encoder(d=4),A=rev,SSL+Ridge (RRR),0.19543835732688328,0.10010788345226446,24.70344135291005,0.0085181737902076,0.3917244970711374,0.03416880801510439,0.0,3.0,0.022492518935446834,0.0,0.07981952781387847,linear,ssl_encoder,-0.7447931454473764,0.2654416124291675,0.4911869901654867,-0.9271260312592231,-0.8648931734692481,-0.24196491580454887,0.0,0.5212860351426867,-1.2867695398767356,-0.3535533905932738,-0.14961705782358864,-1.3537112640133266,2
encoder(d=4),A=rot,SSL+CCA,28.07724333347413,6.872253590888914,30.18687493886922,0.928935169107814,0.38978221402594804,0.04787489874754146,0.0,3.0,0.03187050806838677,0.0,0.10817701016463876,linear,ssl_encoder,1.145163312566201,0.876793252140673,-0.023062428055983505,1.1445217623521116,0.5433571860595021,0.19841185058526456,0.0,0.46499055497527775,-1.4395977145521408,0.0,0.02531347371842697,2.5271024484057723,9
encoder(d=4),A=rot,SSL+Ridge (PCR),0.00915588959193515,0.00668148540340904,24.596272509146722,0.0003751723997363,0.42268990603355155,0.031467858476654634,0.0,3.0,0.0279258568786819,0.0,0.10351092768711997,linear,ssl_encoder,-0.8182410679367426,0.37573718699723746,0.5435033697801036,-1.01800621860669,-0.9732501770972524,-0.7984118175024307,0.0,0.46499055497527775,-0.7400562038090645,0.0,-0.070894621291087,-0.8268512873330087,4
encoder(d=4),A=rot,SSL+Ridge (RRR),0.26740544171084113,0.2250035440491488,24.653780906941794,0.0103445026262469,0.41974095516635745,0.02674598494771588,0.0,3.0,0.028347928239806433,0.0,0.09772166035421898,linear,ssl_encoder,-0.800176128424674,0.3808913598925783,0.4927318145927874,-0.9947885960053738,-0.9250227553187937,-1.0852932545959295,0.0,0.46499055497527775,-0.8149060253529897,0.0,-0.19026121720590855,-1.0592499293278017,3
encoder(d=8),A=rev,SSL+CCA,22.10718227663464,6.640227774229516,23.35755703940154,0.9456416916296336,0.30847692296411783,0.01788404348556752,0.0,2.3333333333333335,0.0199352854285804,0.0,0.04552248112548107,linear,ssl_encoder,0.6325379723911573,0.15907820373951623,-1.3326291969302404,1.2873436315277718,0.27986699819663546,-1.0285013983627607,0.0,-1.3553436913709858,-0.3952384722623848,-0.3535533905932738,-1.504544136385825,-3.495560259558489,1
encoder(d=8),A=rev,SSL+Ridge (PCR),0.07305607029330083,0.05053853910218675,8.994250104648827,0.0098877922991012,0.41884914701752746,0.036817720595935355,0.0,3.0,0.0148752713572739,0.0,0.10780202006768863,linear,ssl_encoder,-0.7524858664295284,-0.9760344283807371,1.0854430531461863,-0.9238895543383054,-0.8735696216223747,-0.11402530819450056,0.0,0.5212860351426867,1.3688396750881007,-0.3535533905932738,0.9558494514304487,0.45608118223646105,6
encoder(d=8),A=rev,SSL+Ridge (RRR),0.770452283368984,0.29677808756282686,9.940190162750007,0.0859602719647267,0.4136533259056743,0.03610663007916179,0.0,3.0,0.015426095913260532,0.0,0.09940152869457139,linear,ssl_encoder,-0.7086488487430678,-0.9012780708053637,0.9716112358145567,-0.7441264866256312,-0.8304686949613449,-0.1483702097022344,0.0,0.5212860351426867,1.1768051177634096,-0.3535533905932738,0.6239825901792282,0.12502914039776075,4
encoder(d=8),A=rot,SSL+CCA,24.049583772872523,10.363304368338323,25.31066268521707,0.9497475101137955,0.32337104821130325,0.04840281580127115,0.0,2.6666666666666665,0.025885308024372066,0.0,0.031110548361197757,linear,ssl_encoder,0.8634225477110812,0.4397641921543012,-1.1664514915097535,1.1929917265270178,1.314531566415016,0.23048589960668714,0.0,-0.5812381937190961,-0.37818678630151675,0.0,-1.5636891885695274,-1.2145352973148182,2
encoder(d=8),A=rot,SSL+Ridge (PCR),0.04995951358681487,0.060460903396140485,6.995945696664428,0.007920219701907,0.45131417420076697,0.06182060614848582,0.0,3.0,0.013764393405497467,0.0,0.16692151788980622,linear,ssl_encoder,-0.8153867938700782,-1.2016868220891361,1.036322231944164,-1.0004345205296175,-0.9613702841967185,1.0456951494599669,0.0,0.46499055497527775,1.7713272052536577,0.0,1.2365430667956914,1.1273097964337513,6
encoder(d=8),A=rot,SSL+Ridge (RRR),0.655127649546001,0.345729353597098,10.287362105787684,0.0728725510375584,0.4467070976834132,0.06202572959023869,0.0,3.0,0.015159972307967465,0.0,0.16612582234134174,linear,ssl_encoder,-0.7730543844581911,-0.9066946141052649,0.957003026509054,-0.849166713990659,-0.8983543802918692,1.0581575983991391,0.0,0.46499055497527775,1.5238362797333027,0.0,1.2201369373939615,1.3396671077129763,7
encoder(d=16),cycle_12,SSL+CCA,96.38099144868303,77.89354500602899,110.539962004576,0.8723663019904203,0.20010302755931977,0.00031899462143790744,1.0,1.0,5.957106659811491e-10,0.0,0.04156925591866613,graph,ssl_encoder,2.5116652763104708,2.3685611970879155,-2.714323432446713,2.2563396202563175,2.8048651260561823,-1.8000875986266651,-1.0758876551830787,-2.82842712474619,2.064249102413039,0.0,2.725913663432613,3.936934495238614,9
