family,system,kind,kernel,method,agg_bias_mean,agg_dist_mean,agg_spurious_mean,agg_trunc_mean,agg_bias_std,agg_spurious_std,mean_spurious_ref_count,mean_spurious_residual_count,mean_spectral_gap,agg_horizon_instab,agg_horizon_sens,agg_bias_mean_z,agg_dist_mean_z,agg_spurious_mean_z,agg_trunc_mean_z,agg_bias_std_z,agg_spurious_std_z,mean_spurious_ref_count_z,mean_spurious_residual_count_z,mean_spectral_gap_z,agg_horizon_instab_z,agg_horizon_sens_z,score_vs_analytic,rank_score_vs_analytic
rbf,linear,A=rot,rbf(gamma=0.23228884603115324),PCR,728.6023623337976,9.65319052943112,0.3607374162104661,75.47788061495307,,,0.0,5.0,0.0297643132141898,0.0,0.0,-0.4441718828505418,-0.6836426622189362,-0.3860099430577715,-0.33680506645742,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.1042883718426881,-0.09198973239839994,-0.08980265101338741,-1.5197671898588472,39
rbf,linear,A=rot,rbf(gamma=0.13595249866042647),PCR,301.374781713051,9.983742554409014,0.3508539215217976,30.18655379689835,,,0.0,5.0,0.0315929900926965,0.0,0.0,-0.4579104688161081,-0.6803864781930115,-0.45666026954724603,-0.5983530135456997,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.0974078442534345,-0.09198973239839994,-0.08980265101338741,-1.7351141556267302,37
rbf,linear,A=rot,rbf(gamma=0.06039094161727605),PCR,40.50330619754544,10.39512118187377,0.2946516866155247,3.896376529806315,,,0.0,5.0,0.0275637336573247,0.0,0.0,-0.4662994524747157,-0.6763340918388601,-0.8584115094319364,-0.7501732929651539,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11256820986728328,-0.09198973239839994,-0.08980265101338741,-2.2095319497186794,18
rbf,linear,A=rot,rbf(gamma=0.12222763963404644),PCR,267.61890613467403,9.764233818943117,0.3626346601630292,27.40808045947032,,,0.0,5.0,0.0270025699371305,0.0,0.0,-0.4589959745734908,-0.6825488029829527,-0.3724478469671608,-0.6143981164053081,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11467962851333593,-0.09198973239839994,-0.08980265101338741,-1.6535362228938222,38
rbf,linear,A=rot,rbf(gamma=0.27190499732085294),PCR,806.6101201698581,9.655291923775792,0.3819912182279323,83.54072839409558,,,0.0,5.0,0.0330879113072293,0.0,0.0,-0.44166334563144505,-0.6836219619170767,-0.2340810860110611,-0.29024380556100987,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.09178309622864791,-0.09198973239839994,-0.08980265101338741,-1.3482811026499952,48
rbf,linear,A=rot,rbf(gamma=0.05807221150778831),PCR,29.91255990519825,10.384418278857906,0.2998163094488714,2.8805234055429514,,,0.0,5.0,0.0263430505693308,0.0,0.0,-0.466640024771489,-0.6764395234175461,-0.8214931621403374,-0.7560396324579589,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.1171611173204228,-0.09198973239839994,-0.08980265101338741,-2.1736963223223724,19
rbf,linear,A=rot,rbf(gamma=0.24445527926809288),PCR,670.9987469338629,9.465270902978846,0.3935388611976746,70.89060142195093,,,0.0,5.0,0.0277597723034362,0.0,0.0,-0.4460242731408633,-0.6854938107207568,-0.1515349045544604,-0.3632956451165598,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11183060043557681,-0.09198973239839994,-0.08980265101338741,-1.2984698651808038,49
rbf,linear,A=rot,rbf(gamma=0.09990855582777332),PCR,158.4707353422549,9.957354216844433,0.3343108803227826,15.914944059555165,,,0.0,5.0,0.0222552423312114,0.0,0.0,-0.4625059107186179,-0.680646423002771,-0.5749151276369906,-0.6807685772019012,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.13254178828123608,-0.09198973239839994,-0.08980265101338741,-1.8818652102429436,31
rbf,linear,A=rot,rbf(gamma=0.20759638700042468),PCR,718.1892858150636,9.700540250997472,0.3604963461149414,74.03600905023973,,,0.0,5.0,0.0261629530945332,0.0,0.0,-0.44450674172531474,-0.6831762321403224,-0.3877331878706813,-0.34513157341162576,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11783874695453928,-0.09198973239839994,-0.08980265101338741,-1.5187469293890932,40
rbf,linear,A=rot,rbf(gamma=0.19981711165554664),PCR,795.7138764582139,9.578428811798766,0.3613310328908242,83.07352824693427,,,0.0,5.0,0.0228654520465296,0.0,0.0,-0.4420137419722353,-0.6843791209071607,-0.3817665844484954,-0.29294178877223853,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.1302458305695019,-0.09198973239839994,-0.08980265101338741,-1.4791917808534913,43
rbf,linear,A=rot,rbf(gamma=0.10402199162423613),PCR,288.77035079896166,10.033475063717042,0.3352370556539516,28.78069153161204,,,0.0,5.0,0.0247659056724325,0.0,0.0,-0.4583157962470026,-0.6798965758776687,-0.5682945352660949,-0.6064715743211799,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.12309523783285618,-0.09198973239839994,-0.08980265101338741,-1.8378794300591597,33
rbf,linear,A=rot,rbf(gamma=0.20804398324847226),PCR,684.4785828968835,9.78770981565419,0.3659451836923797,69.93245568050531,,,0.0,5.0,0.027345729058562,0.0,0.0,-0.4455907948412867,-0.6823175469031015,-0.3487831842575367,-0.3688287365336693,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11338846776740821,-0.09198973239839994,-0.08980265101338741,-1.494096014809287,42
rbf,linear,A=rot,rbf(gamma=0.06508678073261272),PCR,25.605570082894843,10.563323407945594,0.3141843796609196,2.4240070188170764,,,0.0,5.0,0.0285887132605935,0.0,0.0,-0.4667785269483395,-0.6746771744392568,-0.7187856802747651,-0.7586759191854372,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.10871165077715458,-0.09198973239839994,-0.08980265101338741,-2.0749078702907346,23
rbf,linear,A=rot,rbf(gamma=0.22868227945895206),PCR,1067.0803912243418,9.81816033908473,0.3670643716070585,108.68435168821222,,,0.0,5.0,0.029356035509144,0.0,0.0,-0.4332872637194182,-0.6820175865323183,-0.34078287727444223,-0.14504463572093074,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.10582454591841588,-0.09198973239839994,-0.08980265101338741,-1.3653821268516675,46
rbf,linear,A=rot,rbf(gamma=0.06040786973321314),PCR,61.160235439447966,10.536430902735615,0.3152300490474239,5.804644476296872,,,0.0,5.0,0.0279217758579213,0.0,0.0,-0.46563517654533365,-0.6749420856764142,-0.7113109068384746,-0.7391534443768363,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11122105047117735,-0.09198973239839994,-0.08980265101338741,-2.055538720437284,25
rbf,linear,A=rot,rbf(gamma=0.05189909675010617),PCR,27.993284588212862,10.481734753466364,0.3103238990016254,2.670672865381881,,,0.0,5.0,0.0239087521850533,0.0,0.0,-0.4667017439350685,-0.6754808835480716,-0.7463816094047866,-0.7572514754714125,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.12632033915472207,-0.09198973239839994,-0.08980265101338741,-2.0937141594705038,21
rbf,linear,A=rot,rbf(gamma=0.06111381981702322),PCR,30.057774457402097,10.479492232824445,0.3385868317815991,2.868247219388502,,,0.0,5.0,0.0271590539403697,0.0,0.0,-0.46663535502941383,-0.6755029740492341,-0.5443492826464645,-0.756110524867441,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11409084625539903,-0.09198973239839994,-0.08980265101338741,-1.8971818054553649,29
rbf,linear,A=rot,rbf(gamma=0.11434113972947603),PCR,502.45729766175054,10.4202076495522,0.3330380197488476,48.21950910770413,,,0.0,5.0,0.0272133488464737,0.0,0.0,-0.45144415072980937,-0.6760869714186273,-0.5840139350888923,-0.49421646527403845,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.1138865577866185,-0.09198973239839994,-0.08980265101338741,-1.7913943654052704,36
rbf,linear,A=rot,rbf(gamma=0.06797624933021323),PCR,23.27344306364464,10.819088819355535,0.3246263082686951,2.151146316685011,,,0.0,5.0,0.0314980915104344,0.0,0.0,-0.46685352240507016,-0.6721576943450935,-0.6441434926116372,-0.7602516327159857,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.0977649069587762,-0.09198973239839994,-0.08980265101338741,-2.0040824266646373,26
rbf,linear,A=rot,rbf(gamma=0.052010995812118065),PCR,42.06549519410037,10.715633352597738,0.311338958148859,3.925619122074817,,,0.0,5.0,0.0238536727565572,0.0,0.0,-0.46624921632705774,-0.6731768078667061,-0.7391256475798258,-0.7500044231061169,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.12652757944513207,-0.09198973239839994,-0.08980265101338741,-2.0799744480283135,22
rbf,linear,A=rot,rbf(gamma=0.4831275329382084),PCR,2376.427902808387,9.809741787390656,0.3871853493633198,242.25183030434337,,,0.0,5.0,0.035114092001959,0.0,0.0,-0.3911818750163739,-0.6821005155464409,-0.19695180410179877,0.6262796394575295,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.08415944640031676,-0.09198973239839994,-0.08980265101338741,-0.8046990061599222,63
rbf,linear,A=rot,rbf(gamma=0.4645776920623065),PCR,2261.532761593194,9.74011234052164,0.4020058242298866,232.1875438935723,,,0.0,5.0,0.0343768735232641,0.0,0.0,-0.3948766195652097,-0.6827864175391575,-0.09101039157162621,0.5681604887375661,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.08693328367118007,-0.09198973239839994,-0.08980265101338741,-0.730810896895852,66
rbf,linear,A=rot,rbf(gamma=0.04995427791388666),PCR,36.01049464441077,10.82301703812668,0.312363454778475,3.327214076957945,,,0.0,5.0,0.0224512357639498,0.0,0.0,-0.46644393022041775,-0.6721189984598883,-0.7318022236645255,-0.7534600871829572,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.13180434896808074,-0.09198973239839994,-0.08980265101338741,-2.0708773758765013,24
rbf,linear,A=rot,rbf(gamma=0.3996342233110933),PCR,2176.993934047081,9.634684632744731,0.3945123484970199,225.95383419694755,,,0.0,5.0,0.0253959384978745,0.0,0.0,-0.3975951798884523,-0.6838249591060287,-0.14457611136454213,0.5321621180021218,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.12072469425102396,-0.09198973239839994,-0.08980265101338741,-0.7892371986566815,64
rbf,linear,A=rot,rbf(gamma=0.5206942458609017),PCR,2103.93493562804,9.556012115454443,0.4403241121427846,220.1687178928388,,,0.0,5.0,0.0328015563158967,0.0,0.0,-0.39994457720236115,-0.6845999420881994,0.1829007741487087,0.4987542803583941,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.09286052737099022,-0.09198973239839994,-0.08980265101338741,-0.4955206957013912,73
rbf,linear,A=rot,rbf(gamma=0.4573645589179041),PCR,2389.192358839883,9.849886039748805,0.4027307951878847,242.5604062014928,,,0.0,5.0,0.0335888142199364,0.0,0.0,-0.39077140157213236,-0.6817050647145482,-0.0858280713001666,0.6280616007753019,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.08989841318216403,-0.09198973239839994,-0.08980265101338741,-0.6890088850323459,68
rbf,linear,A=rot,rbf(gamma=0.4160879664969445),PCR,2268.010024857934,9.922149972683282,0.4052286842321314,228.58050232076744,,,0.0,5.0,0.0331679775229271,0.0,0.0,-0.39466832674372354,-0.6809932110688551,-0.06797237530704364,0.5473305774784172,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.09148184136369568,-0.09198973239839994,-0.08980265101338741,-0.7139120581227973,67
rbf,linear,A=rot,rbf(gamma=0.4832629578657051),PCR,2773.1773305954907,9.8334584746407,0.4052333358061217,282.014444637884,,,0.0,5.0,0.0354774407767091,0.0,0.0,-0.378423391323625,-0.6818668884852344,-0.06793912439413699,0.8559004273752469,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.08279232063929601,-0.09198973239839994,-0.08980265101338741,-0.5485673846199566,71
rbf,linear,A=rot,rbf(gamma=0.48891055853618576),PCR,2391.552406574726,9.586065925488857,0.4317437907181746,249.4821572440589,,,0.0,5.0,0.0306388184391052,0.0,0.0,-0.39069550825400695,-0.6843038896403018,0.12156593974763938,0.6680332664920511,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.10099798336690098,-0.09198973239839994,-0.08980265101338741,-0.45860218764142496,76
rbf,linear,A=rot,rbf(gamma=0.5438099946417059),PCR,2997.244966468193,9.757668486058211,0.4174936679694104,307.1681489026469,,,0.0,5.0,0.0375589681760465,0.0,0.0,-0.37121792843411405,-0.6826134764093706,0.01970158342137412,1.001157812714019,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.07496042487506253,-0.09198973239839994,-0.08980265101338741,-0.3857550570518015,77
rbf,linear,A=rot,rbf(gamma=0.41519277400084936),PCR,2306.9189904993355,10.0873311835025,0.389170188937601,228.69468133179024,,,0.0,5.0,0.0330125101586049,0.0,0.0,-0.39341711031120996,-0.6793660529230584,-0.1827635469752002,0.5479899374051764,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.09206679844497126,-0.09198973239839994,-0.08980265101338741,-0.8252026967086263,62
rbf,linear,A=rot,rbf(gamma=0.057170569864738015),PCR,117.61689489088648,11.574909536811411,0.3015004272020366,10.161366230710678,,,0.0,5.0,0.0254181592328084,0.0,0.0,-0.4638196695313077,-0.6647122964631498,-0.8094545591101502,-0.7139942867421003,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.12064108714603827,-0.09198973239839994,-0.08980265101338741,-2.1243474793268704,20
rbf,linear,A=rot,rbf(gamma=0.929155384124613),PCR,4308.587853747033,10.177951107910287,0.4490926386265891,423.32565838309097,,,0.0,5.0,0.0421016366970595,0.0,0.0,-0.3290483733669115,-0.6784733790684454,0.24558095746713068,1.6719431545862893,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.05786830955658842,-0.09198973239839994,-0.08980265101338741,0.21328058267898103,85
rbf,linear,A=rot,rbf(gamma=0.9147291178358082),PCR,4327.693935186663,10.25656728703034,0.4430697472298329,421.9436985178394,,,0.0,5.0,0.0418640546278767,0.0,0.0,-0.32843396888033294,-0.6776989510592779,0.2025274367241758,1.6639626251757254,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.05876222908985178,-0.09198973239839994,-0.08980265101338741,0.16807258949312193,83
rbf,linear,A=rot,rbf(gamma=0.832175932993889),PCR,4420.119155217432,10.354920376098285,0.4516652138384715,426.86172318815306,,,0.0,5.0,0.043619921676785,0.0,0.0,-0.3254618016131024,-0.6767300997641003,0.2639705336609241,1.6923631898449258,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.05215565369368858,-0.09198973239839994,-0.08980265101338741,0.244353699628797,88
rbf,linear,A=rot,rbf(gamma=0.7992684466221865),PCR,4191.804642879642,10.096082352425949,0.4370582619268076,415.1912094766551,,,0.0,5.0,0.0303522656725475,0.0,0.0,-0.33280383358206267,-0.6792798473811058,0.15955545032422833,1.624968412143445,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.10207615865267766,-0.09198973239839994,-0.08980265101338741,0.12130970033488933,82
rbf,linear,A=rot,rbf(gamma=0.9665259157314102),PCR,4595.276765673368,10.29406553382151,0.4657674718886627,446.4005742508076,,,0.0,5.0,0.0427353475332409,0.0,0.0,-0.31982916458794686,-0.6773295653560447,0.3647779066468301,1.8051959713712948,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.05548392719620351,-0.09198973239839994,-0.08980265101338741,0.4082747715623561,91
rbf,linear,A=rot,rbf(gamma=0.9662550658764169),PCR,5743.071574438336,10.372823558968635,0.4361431684415394,553.6652138918063,,,0.0,5.0,0.0453466479736309,0.0,0.0,-0.2829189126137265,-0.6765537400576985,0.15301407447093704,2.424626848412496,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.04565872246205416,-0.09198973239839994,-0.08980265101338741,0.5389998528125555,94
rbf,linear,A=rot,rbf(gamma=0.9778211170723715),PCR,4669.80073701129,10.09657382031732,0.4775198642034088,462.513405053728,,,0.0,5.0,0.0359123106135575,0.0,0.0,-0.3174326573558205,-0.6792750060557586,0.4487877007757389,1.8982442018904473,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.08115609176510966,-0.09198973239839994,-0.08980265101338741,0.5520958297677065,95
rbf,linear,A=rot,rbf(gamma=1.0876199892834117),PCR,5930.145579828577,10.238400645403257,0.4599148840381789,579.2062437497053,,,0.0,5.0,0.0461799024784307,0.0,0.0,-0.27690307369892064,-0.6778779060309642,0.322941769180284,2.572120958105723,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.04252354277201147,-0.09198973239839994,-0.08980265101338741,0.7857986854650347,99
rbf,linear,A=rot,rbf(gamma=0.8303855480016987),PCR,5171.136758262728,10.38903715613038,0.4580382428971158,497.7493756686909,,,0.0,5.0,0.0382072768896922,0.0,0.0,-0.30131092660147557,-0.6763940240308963,0.3095269484618902,2.101724568341816,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.07252111695630362,-0.09198973239839994,-0.08980265101338741,0.5292604860543466,93
rbf,linear,A=rot,rbf(gamma=1.0413884917218035),PCR,5380.035376804799,10.018681676031711,0.4992652679771866,537.000331059103,,,0.0,5.0,0.0378794400199515,0.0,0.0,-0.29459326192084256,-0.6800423017817031,0.6042306816906026,2.3283906327928925,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.07375462663400427,-0.09198973239839994,-0.08980265101338741,0.9409833932772735,102
hermite,linear,A=rot,hermite(bad),Reduced Rank,0.6538385155814445,1.1492525713281645,0.4080185468964729,0.5699398677295675,0.4931113318036396,0.0775877032366938,0.3,2.4,0.0271080103189374,0.0,0.107535835307147,-0.4675809131347116,-0.7674127947373514,-0.048029560108032665,-0.7693827695075488,-0.48732191000502145,0.6015141515570909,0.23930973810016046,-2.4117487405741387,0.11428290153298704,-0.09198973239839994,-0.08980265101338741,-4.055911396515206,5
hermite,linear,A=rot,hermite(ugly),Reduced Rank,0.0,0.0,1.31448695064667,8.904242949196074e-16,0.0,0.1405950966787774,4.7,1.5,2.945417674100117,1.0171090008912989,2.9684862164955505e+23,-0.4676019389697967,-0.7787337898659148,6.431691499566254,-0.7726740531338216,-0.618757026026488,1.9428640934939079,7.240392501668683,-3.3888978401464938,-10.86606600079949,11.132205242180572,11.135528725660041,22.196044889159204,125
hermite,linear,A=rot,hermite(good),Reduced Rank,1.042239604699718,765.3493158738393,0.4264274116513582,0.0017330014144873,0.7094931693173442,0.2178168637481129,0.9,4.4,0.0665784313081537,0.0248515137426167,11.256018325171654,-0.46756842311301355,6.76052789448582,0.0835627912011018,-0.7726640454128272,-0.42964695896601957,3.5868205740920716,1.194002842223141,-0.24030629708001577,-0.0342273813757835,0.18225642550220195,-0.08980265101338741,7.211518851481483,120
linear,linear,A=rot,linear,Reduced Rank,4.5133417998885065e-16,0.256782215465154,0.5714868690418741,1.8876267936620296e-15,1.4447767727091884e-16,0.0026653645993797,2.8,1.1,0.0,0.0,0.0384711261941459,-0.4676019389697967,-0.7762042934933089,1.120493385879919,-0.7726740531338216,-0.618757026026488,-0.9934903247558152,4.217197671945912,-3.823186328845318,0.21627872981815166,-0.09198973239839994,-0.08980265101338741,-2.7009522222207467,16
poly,linear,A=rot,poly(p=1),Reduced Rank,1.3869143609029437e-15,0.5613764662032894,0.2492153894167599,2.474538135970756e-15,7.414291786039529e-16,0.0199972694047666,1.5,2.2,0.0262102526020503,2.4957545128767578e-05,0.024068228106023,-0.4676019389697967,-0.7732038129072095,-1.1832044427701736,-0.7726740531338216,-0.6187570260264877,-0.6245153801609424,2.1486959463461215,-2.6288929849235507,0.11766077917343229,-0.09171431614275118,-0.08980265101338741,-4.798396912080861,3
poly,linear,A=rot,poly(p=3),Reduced Rank,1.9777670084393373,3.3225552116895227,0.4494016211979902,0.5579304306731112,,,0.0,1.7,0.0210018653129851,0.0,0.0412117617137257,-0.46753833885758994,-0.7460041425243823,0.24778966200299424,-0.7694521214967369,0.0,0.0,-0.23803681396132978,-3.1717535957970813,0.1372577089859834,-0.09198973239839994,-0.08980265101338741,-4.7544144118238885,4
poly,linear,A=rot,poly(p=2),Reduced Rank,2.3630602044913416,6.525576879627122,0.3627748309925195,0.3660299816620052,0.4583469351861522,0.0245742120725619,0.0,2.3,0.0246600133088324,0.0,0.0319473449949509,-0.4675259487780725,-0.7144519897565199,-0.3714458618212443,-0.7705603064851301,-0.4965880984053627,-0.5270778978861267,-0.23803681396132978,-2.5203208627488447,0.12349366542703934,-0.09198973239839994,-0.08980265101338741,-4.954005273099051,2
poly,linear,A=rot,poly(p=4),Reduced Rank,6.690104427078532,6.004352064101923,0.5021728662856955,0.9806545621046772,9.189784396744535,0.0339616370056509,0.0,2.4,0.0130261550901802,0.0,0.0421392788604096,-0.4673868017011389,-0.7195864430043624,0.6250151082792982,-0.7670109779814507,1.8307108740122797,-0.32723116243103184,-0.23803681396132978,-2.4117487405741387,0.16726688932664255,-0.09198973239839994,-0.08980265101338741,-3.1985197838248864,13
rbf,linear,A=rot,rbf(gamma=0.06039094161727605),Reduced Rank,430.0761874771714,110.37849760853324,0.2934062691646468,3.896376529806315,,,0.0,5.0,0.027298226128408,0.0,0.0,-0.4537717488289516,0.3085767499575769,-0.8673141448146512,-0.7501732929651539,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11356720094074055,-0.09198973239839994,-0.08980265101338741,-1.220496544122464,50
rbf,linear,A=rot,rbf(gamma=0.06040786973321314),Reduced Rank,654.5944904222156,112.77081535229878,0.3135103862432943,5.804644476296872,,,0.0,5.0,0.0276274719200395,0.0,0.0,-0.4465517935971948,0.3321428643164476,-0.7236035970650254,-0.7391534443768363,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11232839009362354,-0.09198973239839994,-0.08980265101338741,-1.0411094079116106,53
rbf,linear,A=rot,rbf(gamma=0.06111381981702322),Reduced Rank,319.0448156377464,111.23337398572131,0.3355834051291256,2.868247219388502,,,0.0,5.0,0.0269941498527317,0.0,0.0,-0.45734224407805124,0.3169979199798336,-0.5658187203573709,-0.756110524867441,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11471130968330681,-0.09198973239839994,-0.08980265101338741,-0.9165470064718872,59
rbf,linear,A=rot,rbf(gamma=0.06797624933021323),Reduced Rank,288.2192273287082,133.9840182386402,0.3242245629319751,2.151146316685011,,,0.0,5.0,0.0311924804237743,0.0,0.0,-0.4583335190194011,0.5411087370314064,-0.6470152945500177,-0.7602516327159857,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.09891479053747805,-0.09198973239839994,-0.08980265101338741,-0.7845928520514978,65
rbf,linear,A=rot,rbf(gamma=0.06508678073261272),Reduced Rank,309.45592174566593,127.66296439879184,0.3117319400497811,2.4240070188170764,,,0.0,5.0,0.0281453486256223,0.0,0.0,-0.4576505992709899,0.4788416414306457,-0.7363164894349405,-0.7586759191854372,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11037984193704381,-0.09198973239839994,-0.08980265101338741,-0.9289578403237129,57
rbf,linear,A=rot,rbf(gamma=0.052010995812118065),Reduced Rank,450.47495979108805,114.75258953624552,0.3096853794980055,3.925619122074817,,,0.0,5.0,0.0235750561156251,0.0,0.0,-0.45311577459007035,0.3516648183604099,-0.7509459475080247,-0.7500044231061169,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.12757589449044718,-0.09198973239839994,-0.08980265101338741,-1.0532955224697516,52
rbf,linear,A=rot,rbf(gamma=0.057170569864738015),Reduced Rank,1266.8113179491097,124.66938885840251,0.2981445974438023,10.161366230710678,,,0.0,5.0,0.0249537221783237,0.0,0.0,-0.42686440941117465,0.4493526892583932,-0.833443084983916,-0.7139942867421003,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.12238856479198694,-0.09198973239839994,-0.08980265101338741,-0.9964420205359856,55
rbf,linear,A=rot,rbf(gamma=0.13595249866042647),Reduced Rank,3992.1660836052624,132.24981263066388,0.3661766292724853,30.18655379689835,,,0.0,5.0,0.0311025281912432,0.0,0.0,-0.3392237175807684,0.5240255181379841,-0.34712873850589865,-0.5983530135456997,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.09925324224806707,-0.09198973239839994,-0.08980265101338741,-0.3015611780217309,80
rbf,linear,A=rot,rbf(gamma=0.05807221150778831),Reduced Rank,392.0549626964624,136.10545984179,0.2992048458782096,2.8805234055429514,,,0.0,5.0,0.0258527131378916,0.0,0.0,-0.454994417703482,0.5620065193413778,-0.8258640959309129,-0.7560396324579589,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11900604698772203,-0.09198973239839994,-0.08980265101338741,-0.9270531414523671,58
rbf,linear,A=rot,rbf(gamma=0.04995427791388666),Reduced Rank,401.9208241201076,120.7980054254825,0.3130387581451601,3.327214076957945,,,0.0,5.0,0.0222738331340919,0.0,0.0,-0.45467715591739555,0.41121667453167565,-0.7269749429466593,-0.7534600871829572,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.13247183905530718,-0.09198973239839994,-0.08980265101338741,-0.9706139028204359,56
rbf,linear,A=rot,rbf(gamma=0.12081573946642628),Reduced Rank,3270.085467915604,137.71703645521305,0.3396902482585579,23.74495960765949,,,0.0,5.0,0.0284312894465379,0.0,0.0,-0.36244405040269784,0.5778817511616419,-0.536461714857271,-0.6355518737808916,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.10930396914052756,-0.09198973239839994,-0.08980265101338741,-0.4738323208427407,75
rbf,linear,A=rot,rbf(gamma=0.05189909675010617),Reduced Rank,352.4954890250324,131.9875202965485,0.3081869938298616,2.670672865381881,,,0.0,5.0,0.023576467231159,0.0,0.0,-0.4562665528708741,0.5214417429863235,-0.7616568792175229,-0.7572514754714125,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.12757058506729171,-0.09198973239839994,-0.08980265101338741,-0.9010064887283655,60
rbf,linear,A=rot,rbf(gamma=0.1207818832345521),Reduced Rank,3389.9488469171115,141.9806387572744,0.3175137437945567,23.876134637712543,,,0.0,5.0,0.0274847655982833,0.0,0.0,-0.35858953957232775,0.6198814143305361,-0.6949863390039603,-0.634794365396175,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.1128653328392475,-0.09198973239839994,-0.08980265101338741,-0.5843433349484475,70
rbf,linear,A=rot,rbf(gamma=0.12222763963404644),Reduced Rank,3617.757947605341,131.99603499979136,0.3599506752074467,27.40808045947032,,,0.0,5.0,0.0267822459213927,0.0,0.0,-0.3512637603962826,0.5215256191649273,-0.39163381502582184,-0.6143981164053081,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11550861338577385,-0.09198973239839994,-0.08980265101338741,-0.3605010621911759,78
rbf,linear,A=rot,rbf(gamma=0.10379819350021234),Reduced Rank,2568.98668117109,132.84063776974207,0.3319075490173939,19.338861392882016,,,0.0,5.0,0.0237875429581637,0.0,0.0,-0.38498965932159923,0.5298455864921554,-0.592094895192566,-0.660996170155203,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.1267763975428869,-0.09198973239839994,-0.08980265101338741,-0.6040332087523994,69
rbf,linear,A=rot,rbf(gamma=0.13017356146522543),Reduced Rank,2638.214649405963,144.55240841836988,0.3555219809201417,18.2509214358458,,,0.0,5.0,0.0281080395344764,0.0,0.0,-0.3827634584957199,0.6452152639397668,-0.4232915137625753,-0.6672787960420804,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.11052022006178336,-0.09198973239839994,-0.08980265101338741,-0.3289033507329086,79
rbf,linear,A=rot,rbf(gamma=0.10402199162423613),Reduced Rank,3969.230675844254,137.9129709751603,0.3328216933810156,28.78069153161204,,,0.0,5.0,0.0242507800502488,0.0,0.0,-0.33996126376334884,0.5798118523432096,-0.5855603039591197,-0.6064715743211799,0.0,0.0,-0.23803681396132978,0.41112643596822057,0.12503343484131876,-0.09198973239839994,-0.08980265101338741,-0.4761131395434212,74
